quarter,pdf_page,printed_page,section,lang,char,topic,serial,reg,copies,printer_verbatim,printer,pcity,author,title,title_native,gloss,pp_verbatim,publisher,pubcity,date,price,edition,format,method,educ,copyright,notes,marks,norm_lang,periodical,norm_printer,norm_pcity,norm_publisher,norm_pubcity,pp_sum,flags_json
1912Q3,506,3,ARABIC—RELIGION—CONCLUDED.,Arabic,,Religion,6,857,500,Ditto,Civil and Military Organ Press,Ludhiana,,,False,,10,"Sufi Muhammad Abdul Aziz Khan, Chishti, Ludhiana",Ludhiana,1912-05-10,Free.,1st,16°,litho.,,,,,Arabic,,Civil and Military Organ Press,Ludhiana,"Sufi Muhammad Abdul Aziz Khan, Chishti, Ludhiana",Ludhiana,10,[]
1912Q3,506,3,ARABIC—RELIGION—CONCLUDED.,Arabic,,Religion,7,1097,1000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,,Darud Sharif Mustaghas mai Silsila Sharif,True,"A Muhammadan prayer book, &c.",48,"M. Khan Muhammad, Amritsar",Amritsar,1912-06-13,"Price, 1 anna.",1st,16°,litho.,,,,,Arabic,,Wazir-i-Hind Press,Amritsar,"M. Khan Muhammad, Amritsar",Amritsar,48,[]
1912Q3,506,3,ENGLISH—LANGUAGE.,English,,Language,7,1034,1000,"Model Press, Lahore",Model Press,Lahore,"George Waugh, Rev., M.A., B.D.","[Notes on the Laureate Poetry, Book III.]",False,,116,"The Students' Own Agency, Lahore",Lahore,1912-07,"Price, 8 annas.",2nd,16°,,Y,,,,English,,Model Press,Lahore,"The Students' Own Agency, Lahore",Lahore,116,"[{""field"": ""serial"", ""issue"": ""digit faint, reads as 7""}, {""field"": ""copies"", ""issue"": ""reads '1,000' with faint comma""}]"
1912Q3,506,3,ENGLISH—LANGUAGE.,English,,Language,8,1055,1000,"Qwamin-i-Hind Press, Amritsar.",Qwamin-i-Hind Press,Amritsar,"Mercado, S., B.A.",[Class Notes and Exercises on English.],False,,44,"the author, Headmaster, M. A.-O. High School, Amritsar",Amritsar,1912-08-01,"Price, 6 annas.",1st,8°,,Y,"Mr. S. Mercado, B.A., Headmaster, M. A.-O. High School, Amritsar; No. 182, dated the 14th September, 1912.",,,English,,Qwamin-i-Hind Press,Amritsar,"the author, Headmaster, M. A.-O. High School, Amritsar",Amritsar,44,[]
1912Q3,507,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,,"1,033",2000,"Model Press, Lahore",Model Press,Lahore,"Shiva Chandra, Dusage, Lala","A Guide to General Geography, designed for students preparing for the Entrance Examination of the Punjab University",False,,213,The Students' Own Agency,Lahore,1912-07,"Price, 12 annas.",3rd,16°,,Y,,,,English,,Model Press,Lahore,The Students' Own Agency,Lahore,213,"[{""field"": ""serial"", ""issue"": ""no serial number printed for this entry""}]"
1912Q3,507,4,ENGLISH—MEDICINE.,English,,Medicine,2,"1,044",1000,"News Press, Lahore.",News Press,Lahore,"Sahib Ditta Mal, Dhingra, R. S., Dr.","Toxicological Chart, giving the symptoms, treatment, &c., of the poisons used in India and of poisonous bites and stings, with the treatment of apparently drowned persons",False,,One sheet,Author,Amritsar,1912-07,"Price, 2 Rs. 8 As.",2nd,22 × 36,,,"Rai Sahib Dr. Sahib Ditta Mal, Dhingra (Punjab Medical Service, retired) ; No. 180, dated the 9th September, 1912.","Published by the author, Amritsar.",,English,,News Press,Lahore,Author,Amritsar,,[]
1912Q3,507,4,ENGLISH—LANGUAGE—CONCLUDED.,English,,Language,9,"1,130",1000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,"Ram Lok, Pandit","Meanings and Explanations of the words and phrases of High Roads of History and Nelson Readers, Part II, with some examples of Parsing and Analysis",False,,36,Author,Amritsar,1912-07-29,"Price, 4 annas.",1st,8°,,Y,,"Published by the author, Teacher, Hindu Sabha High School, Amritsar.",,English,,Wazir-i-Hind Press,Amritsar,Author,Amritsar,36,[]
1912Q3,507,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,16,847,1000,"The ""Tribune"" Press Lahore.","The ""Tribune"" Press",Lahore,Alastor (William Smith),Reminiscences and Visions of Nature and Love,False,,"38, iv",Author,Lahore,1912-06-04,Price. 1 Re.,1st,8°,,,,,X,English,,"The ""Tribune"" Press",Lahore,Author,Lahore,38,[]
1912Q3,507,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,17,"1,035",200,"Model Press, Lahore",Model Press,Lahore,"Amar Singh, B.","Rules for employés and terms of business (of the Model Press, Lahore)",False,,"2, 2",Author,Lahore,1912-04,,revised,Foolscap,,,"B. Amar Singh, Proprietor, The Model Press, Lahore ; No. 178, dated the 9th September, 1912.","Published by the author, Managing Proprietor, The Model Press, Lahore.",,English,,Model Press,Lahore,Author,Lahore,4,[]
1912Q3,507,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,18,845,2000,"Mufid-i-'Am Press, Lahore.",Mufid-i-'Am Press,Lahore,,A simple course of lessons in drawing for students in Normal School,False,,"4, 30",Rai Sahib Munshi Gulab Singh and Sons,Lahore,1912-02-03,"Price, 2 annas",1st,4°,,Y,"The Punjab Text Book Committee, Lahore ; No. 144, dated the 12th July, 1912.",,X,English,,Mufid-i-Am Press,Lahore,Rai Sahib Munshi Gulab Singh and Sons,Lahore,34,[]
1912Q3,507,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,19,"1,036",500,"Jiwan Press, Lahore",Jiwan Press,Lahore,"Gurmukh Singh, S., B.A.","The kind of education India wants, an interesting dialogue",False,,8,The Secretary Dev Samaj,Lahore,1912-07-28,"Price, 3 pies.",1st,16°,,,,,,English,,Jiwan Press,Lahore,The Secretary Dev Samaj,Lahore,8,"[{""field"": ""copies"", ""issue"": ""printed 5C0, read as 500""}]"
1912Q3,507,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,20,"1,039",250,Ditto,Jiwan Press,Lahore,,How to handle Children,False,,10,"The Secretary, Dev Samaj",Lahore,1912-07-30,"Price, 6 pies.",1st,16°,,,,"Being a paper read in the Teachers' Association, Dev Samaj Boys' High School, Moga, by H. V Soupar, B.A.",,English,,Jiwan Press,Lahore,"The Secretary, Dev Samaj",Lahore,10,[]
1912Q3,507,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,21,768,2000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,"Puran Singh, Mr",Guru Govind Singh,False,,15,The Chief Khalsa Diwan,Amritsar,1912-05-01,"Price, 1 anna.",1st,16°,,,,,,English,,Wazir-i-Hind Press,Amritsar,The Chief Khalsa Diwan,Amritsar,15,[]
1912Q3,508,5,ENGLISH—RELIGION.,English,,Religion,2,"1,037",500,"Jiwan Press, Lahore",Jiwan Press,Lahore,,"Dayanandi, Christian, Islamic and Barhmo Gods.",False,[Reprinted from the Sindh Upkarak of Shikarpur.],26,The Secretary Dev Samaj,Lahore,1912-08-01,"Price, 1 anna.",1st,16°,,,,,,English,,Jiwan Press,Lahore,The Secretary Dev Samaj,Lahore,26,"[{""field"": ""serial"", ""issue"": ""printed digit faint, likely 2""}]"
1912Q3,508,5,HINDI—LANGUAGE.,Hindi,,Language,7,830,1000,"Punjab Economical Press, Lahore.",Punjab Economical Press,Lahore,"Bhanu Datt, Pandit, V.M.",Hindi ki Pahli Pustak.,True,First Hindi Book.,32,Author,Lahore,1912-06-07,"Price, 6 pies.",11th,16°,,Y,,,,Hindi,,Punjab Economical Press,Lahore,Author,Lahore,32,[]
1912Q3,508,5,HINDI—LANGUAGE.,Hindi,,Language,8,846,300,"Mufid-i-'Am Press, Lahore.",Mufid-i-'Am Press,Lahore,,Hindi Course Normal Schoolon ke liye.,True,Hindi Course for Normal Schools.,362,Rai Sahib Munshi Gulab Singh and Sons,Lahore,1912-02-08,"Price, 8 annas.",1st,16°,,Y,"The Punjab Text-Book Committee, Lahore; No. 145, dated the 12th July, 1912.",,,Hindi,,Mufid-i-Am Press,Lahore,Rai Sahib Munshi Gulab Singh and Sons,Lahore,362,[]
1912Q3,508,5,HINDI—LANGUAGE.,Hindi,,Language,9,849,500,Ditto,Mufid-i-'Am Press,Lahore,,Hindi Course Central Training Collegon ke liye.,True,Hindi Course for Training Colleges.,341,Rai Sahib Munshi Gulab Singh and Sons,Lahore,1912-04-26,"Price, 8 annas.",1st,16°,,Y,"The Punjab Text-Book Committee, Lahore; No. 148, dated the 12th July, 1912.",,,Hindi,,Mufid-i-Am Press,Lahore,Rai Sahib Munshi Gulab Singh and Sons,Lahore,341,[]
1912Q3,508,5,HINDI—LANGUAGE.,Hindi,,Language,10,851,3000,Ditto,Mufid-i-'Am Press,Lahore,,Hindi ki Tisri Pustak.,True,Third Hindi Reader for Girls' Schools.,141,Rai Sahib Munshi Gulab Singh and Sons,Lahore,1912-06-12,"Price, 2 annas, 5 pies.",1st,16°,,Y,"The Punjab Text-Book Committee, Lahore; No. 150, dated the 12th July, 1912.",,,Hindi,,Mufid-i-Am Press,Lahore,Rai Sahib Munshi Gulab Singh and Sons,Lahore,141,[]
1912Q3,508,5,HINDI—LANGUAGE.,Hindi,,Language,11,835,10000,"Balmokand Press, Lahore.",Balmokand Press,Lahore,Lachhami Narain.,Hindi ki Pratham Pustak.,True,First Hindi Book.,11,"Roda Ram, book-seller",Lahore,1912-07-01,"Price, 6 pies.",1st,16°,,Y,,,,Hindi,,Balmokand Press,Lahore,"Roda Ram, book-seller",Lahore,11,[]
1912Q3,508,5,ENGLISH—MISCELLANEOUS—CONCLUDED.,English,,Miscellaneous,23,766,1000,"Addison Press, Lahore.",Addison Press,Lahore,"Sohan Lal, Lala, B.A., B. T.","100 Model Questions in Geography, with Answers. Designed for Matriculation candidates.",False,"100 Model Questions in Geography, with Answers. Designed for Matriculation candidates.","1, 59","Author (Geography Master, Central Training College, Lahore)",Lahore,1912-03,"Price, 8 annas.",2nd,8°,,Y,"Lala Sohan Lal, B.A., B.T., Geography Master, Central Training College, Lahore; No. 132, dated the 10th July, 1912.",[Previous edition noticed in entry No. 13 at page 3 of the catalogue for the quarter ending the 30th June 1912.],,English,,Addison Press,Lahore,"Author (Geography Master, Central Training College, Lahore)",Lahore,60,[]
1912Q3,508,5,ENGLISH—MISCELLANEOUS—CONCLUDED.,English,,Miscellaneous,24,844,500,"Mufid-i-'Am Press, Lahore.",Mufid-i-'Am Press,Lahore,,Suggested set of 30 exercises in Educational Handwork for Normal Schools.,False,Suggested set of 30 exercises in Educational Handwork for Normal Schools.,8,Rai Sahib Munshi Gulab Singh and Sons,Lahore,1912-01-31,"Price, 1 anna.",1st,Foolscap,,Y,"The Punjab Text-Book Committee, Lahore; No. 143, dated the 12th July, 1912.",,,English,,Mufid-i-Am Press,Lahore,Rai Sahib Munshi Gulab Singh and Sons,Lahore,8,[]
1912Q3,509,6,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,10,862,2000,"Raj Kishan Press, Delhi.",Raj Kishan Press,Delhi,Chhabbu Lal,Tar Parkash. Telegraphic Code.,True,Telegraphic Code.,54,Author,Delhi,1912-06,"Price, 6 annas.",1st,16°,,,"Lala Chhabu Lal, Delhi ; No. 154, dated the 26th July, 1912.",,,Hindi,,Raj Kishan Press,Delhi,Author,Delhi,54,"[{""field"": ""copyright"", ""issue"": ""Chhabu spelling degraded""}]"
1912Q3,509,6,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,11,853,3000,"Mufid-i-Am Press, Lahore.",Mufid-i-Am Press,Lahore,,Punjab aur Pashchimottar Prant ke Subon ka Bhugol.,True,Geography of the Punjab and the North-West Frontier Province.,16,Rai Sahib Munshi Gulab Singh and Sons,Lahore,1912-03-18,"Price, 4 annas, 3 pies.",4th,16°,,Y,"The Punjab Text-Book Committee, Lahore ; No. 152, dated the 12th July, 1912.",,,Hindi,,Mufid-i-Am Press,Lahore,Rai Sahib Munshi Gulab Singh and Sons,Lahore,16,[]
1912Q3,509,6,HINDI—LANGUAGE—CONCLUDED.,Hindi,,Language,12,833,1000,"Jiwan Press, Lahore",Jiwan Press,Lahore,"S. N. Agnihotri, Pandit","Varnbodh, Pratham Bhag. Hindi Primer, Part I.",True,"Hindi Primer, Part I.",20,Author,Lahore,1912-06-12 (Sambat 1969 Vikrami),"Price, 6 pies.",5th,16°,,Y,,"[Previous edition noticed in entry No. 2 at page 6 of the catalogue for the quarter ending the 30th June, 1909.]",,Hindi,,Jiwan Press,Lahore,Author,Lahore,20,[]
1912Q3,509,6,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,12,865,2250,"Delhi Printing Works, Delhi.",Delhi Printing Works,Delhi,"Ram Gopal, Banwari Lal, Lala",Gau mata ki Dukhbhari Bani.,True,On the protection of cows.,8,Authors,"Farrukh, district Meerut",1912-05 (Sambat 1969 Vikrami),Free.,1st,16°,,,,,X,Hindi,,Delhi Printing Works,Delhi,Authors,"Farrukh, district Meerut",8,[]
1912Q3,509,6,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,13,949,2000,"Bombay Machine Press, Lahore.",Bombay Machine Press,Lahore,"Shraddah Ram, Pandit",Bhagyawati.,True,On the necessity of female education.,100,"Pandita Mahtab Kaur, the widow of the author",Phillaur,1912-07-01,"Price, 12 annas.",5th,8°,,Y,,,X,Hindi,,Bombay Machine Press,Lahore,"Pandita Mahtab Kaur, the widow of the author",Phillaur,100,"[{""field"": ""pp_verbatim"", ""issue"": ""reads 10? possibly 100""}]"
1912Q3,509,6,HINDI—POETRY.,Hindi,,Poetry,18,"1,041",1000,"Balmokand Press, Lahore.",Balmokand Press,Lahore,"Jamita Ram, Bhagat",Sangit Haqiqat Rai.,True,The well known story of the martyrdom of Haqiqat Rai.,37,Author and Pandit Roda Ram,Lahore,1912-09-02,"Price, 1 anna.",1st,8°,,,,,X,Hindi,,Balmokand Press,Lahore,Author and Pandit Roda Ram,Lahore,37,"[{""field"": ""reg"", ""issue"": ""reads 1,041 or 1,047""}]"
1912Q3,509,6,HINDI—POETRY.,Hindi,,Poetry,19,945,2000,"Bombay Press, Lahore.",Bombay Press,Lahore,Mai Bhagwati,Mai Bhagwati ke Bhajan.,True,A collection of hymns sung on the occasion of marriages.,154,"The Secretary, Managing Committee, Bhagwati Patri Pathshala",Hariana,1912-06-01 (Sambat 1969 Vikrami),"Price, 3 annas, 6 pies.",4th,16°,,,,,X,Hindi,,Bombay Press,Lahore,"The Secretary, Managing Committee, Bhagwati Patri Pathshala",Hariana,154,[]
1912Q3,510,7,PERSIAN—HISTORY.,Persian,,History,1,762,500,"Almunir Press, Jhang-Maghiana.",Almunir Press,Jhang-Maghiana,"Nur Muhammad, Maulavi, Chela",Tarikh-i-Jhang Syal,True,History of Jhang Syal.,100,"M. Sultan Muhammad, Chela Syal","Wasu Astana, district Jhang",1912-06-01,2 annas,1st,8°,litho.,,,,,Persian,,Almunir Press,Jhang-Maghiana,"M. Sultan Muhammad, Chela Syal","Wasu Astana, district Jhang",100,[]
1912Q3,510,7,KASHMIRI—POETRY.,Kashmiri,,Poetry,2,909,750,"Rafah-i-'Am Steam Press, Lahore.",Rafah-i-'Am Steam Press,Lahore,,Guldasta-i-Karamat Mahbub-ul-Alam,True,"Verses describing the virtues and supernatural deeds of Sultan Mahbub-ul-Alam Shaikh Hamza, a Kashmiri saint.",16,"Hafiz Ahmad-ullah, Ghulam Rasul, book-sellers",Srinagar,1912-05,,1st,8°,litho.,,,,,Kashmiri,,Rafah-i-Am Steam Press,Lahore,"Hafiz Ahmad-ullah, Ghulam Rasul, book-sellers",Srinagar,16,"[{""field"": ""serial"", ""issue"": ""serial number obscured/illegible in scan""}]"
1912Q3,510,7,KASHMIRI—POETRY.,Kashmiri,,Poetry,3,908,750,Ditto,Rafah-i-'Am Steam Press,Lahore,,Jang-i-Denur,True,"An account of Ali's fighting against a non-Moslem King, Shamshad, and the victory of the former.",20,"Hafiz Ahmad-ullah, Ghulam Rasul, book-sellers",Srinagar,1912-05,,1st,8°,litho.,,,,,Kashmiri,,Rafah-i-Am Steam Press,Lahore,"Hafiz Ahmad-ullah, Ghulam Rasul, book-sellers",Srinagar,20,[]
1912Q3,510,7,KASHMIRI—POETRY.,Kashmiri,,Poetry,4,910,750,Ditto,Rafah-i-'Am Steam Press,Lahore,,Qissa-i-Tamim Ansar,True,"Subject noticed in entry No. 4, at page 26 of the catalogue for the quarter ending the 31st March, 1909.",24,"Hafiz Ahmad-ullah, Ghulam Rasul, book-sellers",Srinagar,1912-05,,,8°,litho.,,R.,,,Kashmiri,,Rafah-i-Am Steam Press,Lahore,"Hafiz Ahmad-ullah, Ghulam Rasul, book-sellers",Srinagar,24,"[{""field"": ""serial"", ""issue"": ""serial number faint in scan""}]"
1912Q3,510,7,MULTANI—POETRY.,Multani,,Poetry,5,807,500,Ditto,Rafah-i-'Am Steam Press,Lahore,"Muhammad Husain, Munshi",Taj-i-Shahadat,True,On the martyrdom of Imam Husain.,32,Author,"Darya Badar, district Sialkot",1912-04,4 annas,1st,8°,litho.,,,,,Multani,,Rafah-i-Am Steam Press,Lahore,Author,"Darya Badar, district Sialkot",32,"[{""field"": ""reg"", ""issue"": ""last digit ambiguous (807 vs 867)""}]"
1912Q3,510,7,HINDI—POETRY.—concluded.,Hindi,,Poetry,20,837,2000,"Balmokand Press, Lahore.",Balmokand Press,Lahore,Ram Ditta,Shanti Sarowar,True,Devotional hymns.,62,Author,Lahore,1912-07-03,1 anna,1st,16°,,,,,,Hindi,,Balmokand Press,Lahore,Author,Lahore,62,[]
1912Q3,510,7,HINDI—POETRY.—concluded.,Hindi,,Poetry,21,834,500,"Jiwan Press, Lahore.",Jiwan Press,Lahore,"S. N. Agnihotri, Pandit",Dharm Sangit,True,Spiritual hymns.,52,Pandit Dev Ratan,Lahore,1912-06-17 (Sambat 1969 Vikrami),2 annas,2nd,16°,,,,"[Previous edition noticed in entry No. 55 at page 906 of the catalogue for the quarter ending the 30th June, 1908.]",,Hindi,,Jiwan Press,Lahore,Pandit Dev Ratan,Lahore,52,[]
1912Q3,510,7,HINDI (IN THE PERSIAN CHARACTER.)—POETRY.,Hindi,Persian character,Poetry,22,788,275,"Bombay Printing Munishwar Press, Amritsar.",Bombay Printing Munishwar Press,Amritsar,Munishwar Sharma,Bara Masa Desho Dhar,True,Admonitary verses.,8,Author,Amritsar,1912-05-17,3 pies,1st,8°,litho.,,,,,Hindi,,Bombay Printing Munishwar Press,Amritsar,Author,Amritsar,8,[]
1912Q3,511,8,PERSIAN—MISCELLANEOUS.,Persian,,Miscellaneous,1,789,500,"Bombay Printing Munishwar Press, Amritsar.",Bombay Printing Munishwar Press,Amritsar,,[Tazkiratush Shuara.,True,An account of certain Persian poets.],44,Munishwar Sharma,Amritsar,1912-05-17,8 annas,1st,8°,litho.,,,,X,Persian,,Bombay Printing Munishwar Press,Amritsar,Munishwar Sharma,Amritsar,44,[]
1912Q3,511,8,PASHTU—FICTION.,Pashtu,,Fiction,1,958,500,"Sewak Steam Press, Lahore.",Sewak Steam Press,Lahore,"Rahat Ullah, Rahat.","[Natija-i-Ishq yani Nawishta-i-Qismat, Hissa-i-Awwal.",True,"A love story, Part I.]",144,"Muhammad Sadiq Khan, book-seller",Peshawar,1912-08-02,12 annas,1st,8°,litho.,,,,X,Pushto,,Sewak Steam Press,Lahore,"Muhammad Sadiq Khan, book-seller",Peshawar,144,[]
1912Q3,511,8,PUNJABI—ART.,Punjabi,,Art,1,"1,125","2,000","Wazir-i-Hind Press, Amritsar, and Bombay Press, Lahore.","Wazir-i-Hind Press, and Bombay Press","Amritsar, and Lahore","Beni Ram, Lala.",[Panj Sau Wapar.,True,On various arts and industries].,172,Author,Ludhiána,1912-07-27,1 Re. 8 annas,1st,8°,,,,,X,Punjabi,,"Wazir-i-Hind Press, and Bombay Press","Amritsar, and Lahore",Author,Ludhiana,172,[]
1912Q3,511,8,PASHTU—POETRY.,Pashtu,,Poetry,2,959,"1,000","Faiz-i-'Am Press, Lahore.",Faiz-i-'Am Press,Lahore,"Karamat Shah, Maulavi.",[Gulzar-i-Wilayat.,True,"In praise of Hazrat Manki Sharif, a Sufi saint.]",184,M. Abdul Haq,"Manki, district Peshawár",1912-07,Free,1st,8°,litho.,,,,X,Pushto,,Faiz-i-'Am Press,Lahore,M. Abdul Haq,"Manki, district Peshawar",184,[]
1912Q3,511,8,PASHTU—POETRY.,Pashtu,,Poetry,3,956,"1,000","Islamia Steam Press, Lahore.",Islamia Steam Press,Lahore,"Rahat Ullah, Raht.","[Qissa-i-Shazada Saiful Muluk Kalan, Jadid, wa Malka Badi-ul-Jamal Pari, Afghani.",True,"The love story noticed in entry No. 220 at page 11 of the catalogue for the quarter ending the 31st December, 1908.]",200,"Mirza Muhammad Sadiq, hook-seller",Peshawár,1912-07,1 Re. 8 annas,,8°,litho.,,R.,,X,Pushto,,Islamia Steam Press,Lahore,"Mirza Muhammad Sadiq, hook-seller",Peshawar,200,[]
1912Q3,511,8,PERSIAN—POETRY.,Persian,,Poetry,4,970,500,"Bilali Steam Press, Sadhaura, district Ambála.",Bilali Steam Press,"Sadhaura, district Ambála","Muhammad Fakhr known as Shah Muhammad Rashid, Saiyid Bekhud.",[Haft Band.,True,"Poems in praise of Muhammad,]",8,Author,Allahabad,1912-02-09,,1st,4°,litho.,,,,X,Persian,,Bilali Steam Press,"Sadhaura, district Ambala",Author,Allahabad,8,[]
1912Q3,511,8,PERSIAN—POETRY.,Persian,,Poetry,5,932,"1,000","Arya Steam Press, Lahore.",Arya Steam Press,Lahore,"Muhammad Husain, Maulavi.",[Irtihal-i-Haidari almaruf Firaq-i Haidari.,True,"Verses in praise of Khwaja Ghulam Haidar Ali Shah, the spiritual guide of the author, expressing his grief on the Khwaja's death.]",24,Qazi Ahmadji Chishti,"Takht Pari, district Ráwalpindi",1912-07,"3 annas, 6 pies",1st,8°,litho.,,,,X,Persian,,Arya Steam Press,Lahore,Qazi Ahmadji Chishti,"Takht Pari, district Rawalpindi",24,[]
