quarter,pdf_page,printed_page,section,lang,char,topic,serial,reg,copies,printer_verbatim,printer,pcity,author,title,title_native,gloss,pp_verbatim,publisher,pubcity,date,price,edition,format,method,educ,copyright,notes,marks,norm_lang,periodical,norm_printer,norm_pcity,norm_publisher,norm_pubcity,pp_sum,flags_json
1912Q4,556,3,ENGLISH—LANGUAGE—CONTINUED.,English,,Language,16,1332,750,"Addison P r e s s, Lahore.",Addison Press,Lahore,"Sterling, J. L., B.A., Professor.",[Notes on Froude's Oceana.],False,,"IX, 310","Lala Atma Ram & Sons, book-sellers",Lahore,1912-10,1 Re.,1st,8°,,Y,,,,English,,Addison Press,Lahore,"Lala Atma Ram & Sons, book-sellers",Lahore,310,"[{""field"": ""reg"", ""issue"": ""printed as '1332 with leading mark""}]"
1912Q4,556,3,ENGLISH—LANGUAGE—CONTINUED.,English,,Language,17,1357,1000,"Rafah-i-'Am Steam Press, Lahore.",Rafah-i-'Am Steam Press,Lahore,,"The English Conversation, Part I, compiled by Munshi Wali Ullah.",False,,"28, 2","the compiler, c/o M. Hidayat Ullah, Kucha Chabuk Sawaran, Lahore",Lahore,1912-09,"2 annas, without postage. Price, 3 annas, with Urdu translation.",1st,16°,,Y,,,,English,,Rafah-i-Am Steam Press,Lahore,"the compiler, c/o M. Hidayat Ullah, Kucha Chabuk Sawaran, Lahore",Lahore,30,[]
1912Q4,556,3,ENGLISH—LANGUAGE—CONTINUED.,English,,Language,18,1495,1000,"Lahore Machine Press, Lahore.",Lahore Machine Press,Lahore,"Shankara Lala, Varma","300 Model Questions with Answers on the Book of ""Golden Deeds,"" by Shankara Lala, Varma.",False,,192,The Gopal Book Agency,Lahore,1912-11-25,12 annas,1st,16°,,Y,,,,English,,Lahore Machine Press,Lahore,The Gopal Book Agency,Lahore,192,"[{""field"": ""copies"", ""issue"": ""reads 1,000 but last digit faint""}]"
1912Q4,556,3,ENGLISH—LANGUAGE—CONTINUED.,English,,Language,19,1395,10000,"Spottishwood & Co., London.",Spottishwood & Co.,London,,"The New Indian Readers.—[The Primer (English-Urdu), with illustrations.]",False,,36,Messrs. Gulab Singh & Sons,Lahore,1912,3 annas,1st,16°,,Y,"Rai Sahib Munshi Gulab Singh & Sons, Lahore ; No. 212, dated the 11th November, 1912.",,,English,,Spottishwood & Co.,London,Messrs. Gulab Singh & Sons,Lahore,36,[]
1912Q4,556,3,ENGLISH—LANGUAGE—CONTINUED.,English,,Language,20,1396,20000,Ditto,Spottishwood & Co.,London,,First Reader.,False,,99,,,1912,5 annas,1st,16°,,Y,"Rai Sahib Munshi Gulab Singh & Sons, Lahore ; No. 213, dated the 11th November, 1912.",,,English,,Spottishwood & Co.,London,,,99,[]
1912Q4,556,3,ENGLISH—LANGUAGE—CONTINUED.,English,,Language,21,1397,20000,Ditto,Spottishwood & Co.,London,,Second Reader.,False,,"VI, 72",,,1912,5 annas,1st,16°,,Y,"Rai Sahib Munshi Gulab Singh & Sons, Lahore ; No. 214, dated the 11th November, 1912.",,,English,,Spottishwood & Co.,London,,,72,[]
1912Q4,556,3,ENGLISH—LANGUAGE—CONTINUED.,English,,Language,22,1398,20000,Ditto,Spottishwood & Co.,London,,Third Reader.,False,,"VIII, 100",,,1912,6 annas,1st,16°,,Y,"Rai Sahib Munshi Gulab Singh & Sons, Lahore : No. 215, dated the 11th November, 1912.",,,English,,Spottishwood & Co.,London,,,100,"[{""field"": ""copies"", ""issue"": ""reads 20,0C0, third digit unclear""}]"
1912Q4,557,4,ENGLISH—LAW.,English,,Law,10,1178,57,"Punjab Government Press, Lahore.",Punjab Government Press,Lahore,,"Departmental Examination of Assistant and Extra Assistant Commissioners, Cantonment Magistrates, &c. (Question papers).",False,,20,"the authority of the Government of the Punjab, Lahore",Lahore,1912-10-03,2 Rs.,1st,4°,,,"The Punjab Government; No. 189, dated the 12th October, 1912.",[April 1912.],,English,,Punjab Government Press,Lahore,"the authority of the Government of the Punjab, Lahore",Lahore,20,[]
1912Q4,557,4,ENGLISH—LAW.,English,,Law,11,1507,200,"The ""Civil and Military Gazette"" Press, Lahore.","The ""Civil and Military Gazette"" Press",Lahore,"Hancock Prenter, N., I.C.S.",[Punjabi Bonds.],False,,"VI, 54","The Manager, ""Civil and Military Gazette"" Press, Lahore",Lahore,1912-11-15,2 Rs.,1st,8°,,,"N. Hancock Prenter, I.C.S., Divisional Judge, Ráwalpindi; No. 230, dated the 12th December, 1912.",,X,English,,"The ""Civil and Military Gazette"" Press",Lahore,"The Manager, ""Civil and Military Gazette"" Press, Lahore",Lahore,54,[]
1912Q4,557,4,ENGLISH—LAW.,English,,Law,12,1179,44,"Punjab Government Press, Lahore.",Punjab Government Press,Lahore,,"Preliminary Examination of candidates for the post of Cantonment Magistrates (question papers), April 1912.",False,,4,"the authority of the Government of the Punjab, Lahore",Lahore,1912-10-03,1 Re.,1st,4°,,,"The Punjab Government; No. 190, dated the 12th October, 1912.",,,English,,Punjab Government Press,Lahore,"the authority of the Government of the Punjab, Lahore",Lahore,4,[]
1912Q4,557,4,ENGLISH—LANGUAGE—CONCLUDED.,English,,Language,23,1399,20000,"Spottishwood & Co., London.",Spottishwood & Co.,London,,"The New Indian Readers, Fourth Reader.",False,,VIII ; 143,,,1912,8 annas,1st,16°,,Y,"Rai Sahib Munshi Gulab Singh & Sons, Lahore; No. 216, dated the 11th November, 1912.",,,English,,Spottishwood & Co.,London,,,143,[]
1912Q4,557,4,ENGLISH—LANGUAGE—CONCLUDED.,English,,Language,24,1400,20000,Ditto,Spottishwood & Co.,London,,Fifth Reader.,False,,"VIII, 172",,,1912,10 annas,1st,16°,,Y,"Rai Sahib Munshi Gulab Singh & Sons, Lahore; No. 217, dated the 11th November, 1912.",,,English,,Spottishwood & Co.,London,,,172,[]
1912Q4,557,4,ENGLISH—LANGUAGE—CONCLUDED.,English,,Language,25,1401,10000,Ditto,Spottishwood & Co.,London,,Sixth Reader.,False,,"VIII, 184",,,1912,12 annas,1st,16°,,Y,"Rai Sahib Munshi Gulab Singh & Sons, Lahore; No. 218, dated the 11th November, 1912.",,,English,,Spottishwood & Co.,London,,,184,[]
1912Q4,557,4,ENGLISH—LANGUAGE—CONCLUDED.,English,,Language,26,1402,10000,Ditto,Spottishwood & Co.,London,,Seventh Reader.,False,,"VIII, 212",,,1912,14 annas,1st,16°,,Y,"Rai Sahib Munshi Gulab Singh & Sons, Lahore; No. 219, dated the 11th November, 1912.",,,English,,Spottishwood & Co.,London,,,212,[]
1912Q4,557,4,ENGLISH—LANGUAGE—CONCLUDED.,English,,Language,27,1403,5000,Ditto,Spottishwood & Co.,London,,Senior Reader.,False,,"VIII, 244",,,1912,1 Re.,1st,16°,,Y,"Rai Sahib Munshi Gulab Singh & Sons, Lahore; No. 220, dated the 11th November 1912.",,,English,,Spottishwood & Co.,London,,,244,"[{""field"": ""copies"", ""issue"": ""printed 5,000 with unclear leading digit""}]"
1912Q4,558,5,ENGLISH—MEDICINE.,English,,Medicine,3,1175,100,"Civil and Military Organ Press, Ludhiána.",Civil and Military Organ Press,Ludhiána,"Lauddie, A. K., M.B., Captain, I.M.S.",Cholera : Vigilance and prompt action essential for its suppression.,False,,4,Author (Civil Surgeon),Ludhiána,1912-08-31,,1st,8°,,,,,,English,,Civil and Military Organ Press,Ludhiana,Author (Civil Surgeon),Ludhiana,4,[]
1912Q4,558,5,ENGLISH—RELIGION.,English,,Religion,3,1341,"1,000","Ripon Press, Lahore.",Ripon Press,Lahore,,"Islam and Hinduism compared, with certain notes on certain Christian Tenets (Tohfatul Hind translated into English, under the auspices of Maulvi Ghulam Muhammad, Bin Hafiz Sadiq of Rander, Surat.)",False,,"XIV, 342, 2","the Muhammadan Tract and Book Depôt, Punjab",Lahore,1912-10-20,"Price, 1 Re. 8 annas.",1st,8°,,,,,X,English,,Ripon Press,Lahore,"the Muhammadan Tract and Book Depot, Punjab",Lahore,344,[]
1912Q4,558,5,ENGLISH—RELIGION.,English,,Religion,4,1235,500,"Model Press, Lahore.",Model Press,Lahore,,"The four great Principles relating to the life of man, as discovered and taught by Shri Dev Guru Bhagwan.",False,,13,Dev Samaj,Lahore,1912-08,"Price, 6 pies.",2nd,16°,,,,,X,English,,Model Press,Lahore,Dev Samaj,Lahore,13,[]
1912Q4,558,5,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,25,1529,500,"Egerton Press, Ráwalpindi.",Egerton Press,Ráwalpindi,,"A Treatise on Articles supplied by the Supply and Transport Corps, Indian Army with notes on their uses, cultivation, manufacture, tests, adulterants, storage, preparation, feeding and chief trade centres, Part II.",False,,"iii, 2, 131","the compiler, Supply and Transport Corps, Indian Army",Ráwalpindi,1912,"Price, 2 Rs.",1st,8°,,,"Captain J. E. Home, Supply and Transport Corps, Indian Army, Ráwalpindi; No. 240, dated the 9th December, 1912.",[ Compiled by Captain J. E. Home ],,English,,Egerton Press,Rawalpindi,"the compiler, Supply and Transport Corps, Indian Army",Rawalpindi,133,[]
1912Q4,558,5,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,26,1369,"1,000","Model Press, Lahore.",Model Press,Lahore,"Mela Ram Suri, Lala","A Guide to Morrison's New Geography of the Indian Empire and Ceylon, prepared according to the syllabus of the Punjab University, 1912.",False,,91,"Lala Ram Lal Suri, The Students' Own Agency",Lahore,1912-09,"Price, 8 annas.",1st,16°,,Y,,,,English,,Model Press,Lahore,"Lala Ram Lal Suri, The Students' Own Agency",Lahore,91,"[{""field"": ""pp_verbatim"", ""issue"": ""'9!' printed, likely 91""}]"
1912Q4,558,5,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,27,1420,100,"Coronation Printing Works, Amritsar.",Coronation Printing Works,Amritsar,,"Memorandum and Articles of Association of the Amritsar Electric Supply Company, Limited, Amritsar.",False,,35,The Secretary of the Company,Amritsar,1912-11-28,Free.,1st,8°,,,,,,English,,Coronation Printing Works,Amritsar,The Secretary of the Company,Amritsar,35,[]
1912Q4,558,5,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,28,1238,"2,000","Model Press, Lahore.",Model Press,Lahore,"Mela Ram Suri, Lala","150 Model questions on Geography with Answers, designed for Matriculation Candidates",False,,55,"Lala Ram Lal Suri, The Students' Own Agency",Lahore,1912-08,"Price, 8 annas.",1st,8°,,Y,,,,English,,Model Press,Lahore,"Lala Ram Lal Suri, The Students' Own Agency",Lahore,55,[]
1912Q4,558,5,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,29,1531,100,"New Commercial Press, Dera Ismail Khan.",New Commercial Press,Dera Ismail Khan,,"Rules and Bye-laws of the Municipal Committee, Dera Ismail Khan.",False,,28,"The Secretary, Municipal Committee, Dera Ismail Khan",Dera Ismail Khan,1912-11-18,,1st,8°,,,,,,English,,New Commercial Press,Dera Ismail Khan,"The Secretary, Municipal Committee, Dera Ismail Khan",Dera Ismail Khan,28,"[{""field"": ""edition"", ""issue"": ""'enition' printed for edition""}]"
1912Q4,559,6,HINDI—FICTION.,Hindi,,Fiction,1,1497,2000,"Punjab Printing Works, Lahore",Punjab Printing Works,Lahore,"Dev Raj, Lala.",Subodh Kanya,True,"[ Subodh Kanya.] Subject noticed in entry No. 880, at page 8 of the catalogue for the quarter ending the 30th June, 1905. ]",103,Author,Jullundur city,1912-10,"Price, 3 annas.",3rd,16°,,,,,,Hindi,,Punjab Printing Works,Lahore,Author,Jullundur,103,[]
1912Q4,559,6,ENGLISH—SCIENCE (NATURAL AND OTHER).,English,,Science (Natural and Other),2,1237,2000,"Model Press, Lahore.",Model Press,Lahore,,"An abstract of Gregory and Simmons' Lessons in Science in the form of questions and answers, prepared by Lala Mela Ram, Suri.",False,,192,"Lala Ram Lla, Suri, The Students' Own Agency",Lahore,1912-08,"Price, 10 annas.",1st,16°,,Y,,,,English,,Model Press,Lahore,"Lala Ram Lla, Suri, The Students' Own Agency",Lahore,192,"[{""field"": ""date"", ""issue"": ""printed '19.2', reading as 1912""}]"
1912Q4,559,6,HINDI—BIOGRAPHY.,Hindi,,Biography,3,1504,1000,"Bombay Machine Press, Lahore.",Bombay Machine Press,Lahore,"Ram Singh, B.",Maharishi Jiwan,True,[Maharishi Jiwan. A short biography of Swami Daya Nand. ],44,Author,"Ghandaran, district Kángra",1912-11-03,"Price, 1 anna.",1st,16°,,,,,X,Hindi,,Bombay Machine Press,Lahore,Author,"Ghandaran, district Kangra",44,"[{""field"": ""title_native"", ""issue"": ""Devanagari title uncertain reading""}]"
1912Q4,559,6,ENGLISH—SCIENCE (MATHEMATICAL).,English,,Science (Mathematical),4,1188,1400,"Arya Press, Jullundur city.",Arya Press,Jullundur city,"Gopal Das, Jivanandi, Lala, and Abdul Majid, Shaikh, B.A.",,False,"[ Figures corresponding to exercises contained in ""A complete key to G. N. Chatterjee's Demonstrative Geometry. ]",48,"Lala Mahant Ram, book-seller",Jullundur city,1912-09-12,"Price, 2 annas.",1st,8°,,Y,,,,English,,Arya Steam Press,Jullundur,"Lala Mahant Ram, book-seller",Jullundur,48,[]
1912Q4,559,6,ENGLISH—SCIENCE (MATHEMATICAL).,English,,Science (Mathematical),5,1333,2000,"Addison Press, Lahore.",Addison Press,Lahore,"Ghosh, K. M., M.A., Professor.",,False,[ Plane Geometry (intended for the students of the Intermediate Examination of the Punjab University ].,"1, 47","L. Atma Ram and Sons, book-sellers",Lahore,1912-09,"Price, 10 annas.",1st,8°,,Y,,,,English,,Addison Press,Lahore,"L. Atma Ram and Sons, book-sellers",Lahore,48,[]
1912Q4,559,6,ENGLISH—SCIENCE (MATHEMATICAL).,English,,Science (Mathematical),6,1530,1000,"The Punjab Steam Press, Lahore.",The Punjab Steam Press,Lahore,"Professor Dil Muhammad, M.A.","Solutions of the Punjab University F.A. papers in Trigonometry (1888—1912), by Professor Dil Muhammad, M.A.",False,,"4, 78",Author,Lahore,1912-12-20,"Price, 8 annas.",1st,8°,,Y,"Professor Dil Muhammad, M.A., Islamia College, Lahore; No. 341, dated the 21st December, 1912.",,,English,,The Punjab Steam Press,Lahore,Author,Lahore,82,[]
1912Q4,559,6,HINDI—LANGUAGE.,Hindi,,Language,13,1387,10000,"Punjab Printing Works, Lahore.",Punjab Printing Works,Lahore,,Bala Vinay,True,"[ Bala Vinay. Book of hymns and songs for girls by Lala Dev Raj, President, Kanya Mahavidyalaya, Jullundur. ]",36,the compiler,Jullundur,1912-10,"Price, 9 pies.",7th,16°,,,,[ Previous edition noticed in entry No. 2 at page 4 of the catalogue for the quarter ending the 30th September 1911. ],,Hindi,,Punjab Printing Works,Lahore,the compiler,Jullundur,36,"[{""field"": ""date"", ""issue"": ""Sambat 1969 Vikrami printed alongside October 1912""}]"
1912Q4,560,7,HINDI—LANGUAGE—CONCLUDED.,Hindi,,Language,14,1384,1000,"Punjab Economical Press, Lahore.",Punjab Economical Press,Lahore,,Niti Bodh,True,"A Hindi translation of Kavya Manjari by Pandit Guru Datt, under the supervision of Pandit Bhanu Datt.",58,"the Manager, Shri Krishn Pustkalaya, Lahore",Lahore,1912-09-30,"Price, 3 annas.",1st,16°,,,,Samlat 1969 Vikrami.,X,Hindi,,Punjab Economical Press,Lahore,"the Manager, Shri Krishn Pustkalaya, Lahore",Lahore,58,[]
1912Q4,560,7,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,14,1264,1000,"Bombay Machine Press, Lahore.",Bombay Machine Press,Lahore,"Awadh Bihari Lal, Surname Nirbhaya Nand Gorakshak.",Putri Hitopdesh,True,An instructive story book for girls.,50,Sahj Ram of Baháwalpur State,Baháwalpur State,1912-08-27,"Price, 2 annas.",2nd,8°,,Y,,Sambat 1869 Vikrami.,,Hindi,,Bombay Machine Press,Lahore,Sahj Ram of Bahawalpur State,Bahawalpur State,50,"[{""field"": ""notes"", ""issue"": ""Sambat year digits partly illegible (1869?)""}]"
1912Q4,560,7,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,15,1498,2000,"Punjab Printing Works, Lahore.",Punjab Printing Works,Lahore,"Dev Raj, Lala.",Lorian,True,Subject noticed in entry No. 166 at page 7 of the Catalogue for the quarter ending the 31st March 1905.,17,"the author, Jullundur city",Jullundur city,1912-10,"Price, 6 pies.",2nd,16°,,Y,,,,Hindi,,Punjab Printing Works,Lahore,"the author, Jullundur city",Jullundur,17,[]
1912Q4,560,7,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,16,1389,1000,Ditto,Punjab Printing Works,Lahore,,Gorakshani Sabha,True,"Rules and regulations of the Society for the protection of cows at Santosh Garh, district Hoshiárpur",23,"the Secretary of the Sabha, Santosh Garh",Santosh Garh,1912-09,Free.,1st,16°,,Y,,,,Hindi,,Punjab Printing Works,Lahore,"the Secretary of the Sabha, Santosh Garh",Santosh Garh,23,[]
1912Q4,560,7,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,17,1388,1000,Ditto,Punjab Printing Works,Lahore,,Jiwan Yatra,True,An attempt to describe the object of man's creation. Tract No. 12.,60,"the Secretary, Youngmen's Arya Samaj Tract Society, Lahore",Lahore,1912,"Price, 1 anna.",1st,16°,,Y,,,,Hindi,,Punjab Printing Works,Lahore,"the Secretary, Youngmen's Arya Samaj Tract Society, Lahore",Lahore,60,[]
1912Q4,560,7,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,18,1174,150,"Civil and Military Organ Press, Ludhiána.",Civil and Military Organ Press,Ludhiána,,Path Vidhi,True,"The scheme of studies for the Ganeshi Lal Arya Kanya Pathshala, Ludhiana.",8,"the Secretary, Arya Samaj, Ludhiána",Ludhiána,1912-08-05,Free.,1st,8°,,Y,,,,Hindi,,Civil and Military Organ Press,Ludhiana,"the Secretary, Arya Samaj, Ludhiana",Ludhiana,8,[]
1912Q4,560,7,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,19,1502,1000,"Bombay Machine Press, Lahore.",Bombay Machine Press,Lahore,"Shahzada Ram, Lala",Grihshikshak,True,Advice to young men on home life.,171,"the author, Lahore",Lahore,1912-10-07,"Price, 8 annas.",1st,16°,,Y,,,,Hindi,,Bombay Machine Press,Lahore,"the author, Lahore",Lahore,171,[]
1912Q4,560,7,HINDI (IN THE PERSIAN CHARACTER)—MISCELLANEOUS.,Hindi,Persian character,Miscellaneous,20,1273,1000,"Arya Steam Press, Lahore.",Arya Steam Press,Lahore,,Jiwan Yatra,True,Subject noticed in entry No. 17 above.,48,"Youngmen's Arya Samaj Tract Society, Lahore",Lahore,1912-08,"Price, 1 anna.",1st,16°,litho.,,,,,Hindi,,Arya Steam Press,Lahore,"Youngmen's Arya Samaj Tract Society, Lahore",Lahore,48,[]
1912Q4,561,8,HINDI—RELIGION.,Hindi,,Religion,4,1499,1000,"Bombay Machine Press, Lahore.",Bombay Machine Press,Lahore,,Bhagwat Prakash Pratham Bhag,True,"A pamphlet attempting to point out certain discrepancies in the Bhagwatpuran, Part I.",30,"Pandit Gopal Datt Sharma, Teacher, Arya Middle School, Una, district Hoshiarpur",Una,1912-10-02,"Price 1, anna",1st,16°,,,,,X,Hindi,,Bombay Machine Press,Lahore,"Pandit Gopal Datt Sharma, Teacher, Arya Middle School, Una, district Hoshiarpur",Una,30,[]
1912Q4,561,8,HINDI—RELIGION.,Hindi,,Religion,5,1385,1000,"Punjab Economical Press, Lahore.",Punjab Economical Press,Lahore,"Harsh Chandra, Jaini",Pachchis Bolka Thokara,True,A collection of the religious teachings of Jainism for Jaini boys.,24,"Lala Harnam Das, and Duni Chandra",Amritsar,1912-10-01 (Sambat 1969 Vikrami),Free,1st,8°,,Y,,,,Hindi,,Punjab Economical Press,Lahore,"Lala Harnam Das, and Duni Chandra",Amritsar,24,[]
1912Q4,561,8,HINDI—RELIGION.,Hindi,,Religion,6,1261,1000,"Bombay Machine Press, Lahore.",Bombay Machine Press,Lahore,"Hans Raj, Lala","Vedic Dharm Prachar ke Sadhan arthat Shri Lala Hans Raj ji Principal, D. A.-V. College, Lahore, ke char lecture",True,"A collection of four lectures delivered by Lala Hans Raj. B. A., on the Philosophy of Vedic Religion",56,"the Secretary, Arya Samaj",Lahore,1912-08-04 (Sambat 1969 Vikrami),"Price, 2 annas",1st,8°,,Y,,,,Hindi,,Bombay Machine Press,Lahore,"the Secretary, Arya Samaj",Lahore,56,[]
1912Q4,561,8,HINDI—RELIGION.,Hindi,,Religion,7,1267,300,"Jiwan Press, Lahore.",Jiwan Press,Lahore,"Satya Nand, Agnihotri, Pandit",Vigyan Mulak Tatwa Shiksha,True,Teachings of the Dev Dharam regarding the regeneration and degeneration of the human soul as compared with the teachings of other Hindu beliefs.,122,Bhai Amar Singh,Lahore,1912-09-02,"Price, 12 annas",1st,16°,,Y,,,X,Hindi,,Jiwan Press,Lahore,Bhai Amar Singh,Lahore,122,[]
1912Q4,561,8,HINDI—POETRY.,Hindi,,Poetry,23,1409,1000,"National Press, Amritsar.",National Press,Amritsar,Mai Jiwani Ram,Gyan Darpan,True,Devotional verses.,67,Author (authoress),Amritsar,1912-11-19 (Sambat 1969 Vikrami),Free,1st,8°,,,,,,Hindi,,National Press,Amritsar,Author (authoress),Amritsar,67,[]
1912Q4,561,8,HINDI—POETRY.,Hindi,,Poetry,24,1506,1000,"Bombay Machine Press, Lahore.",Bombay Machine Press,Lahore,"Suryya Prasad, Varma","Sangit Suryya Prakash, Dwitiya Bhag",True,"Songs on various subjects such as praise of God, cow protection, etc., Part II.",32,Author,Shujapur,1912-11-16,"Price, 1 anna",1st,16°,,,,,,Hindi,,Bombay Machine Press,Lahore,Author,Shujapur,32,"[{""field"": ""copies"", ""issue"": ""printed '1,000' with degraded digit""}]"
1912Q4,561,8,HINDI (IN THE PERSIAN CHARACTER)—POETRY.,Hindi,Persian character,Poetry,25,1172,1000,"Civil and Military Organ Press, Ludhiána.",Civil and Military Organ Press,Ludhiána,Bansi Dhar Lala,"Bhajan Gau Hitkari, Hissa-i-Duwum",True,"Against cow-killing, Part II.",32,"The Secretaries, Sanatan Dharam Gaushala",Jagraon,1912-07-19,,1st,16°,litho.,,,,,Hindi,,Civil and Military Organ Press,Ludhiana,"The Secretaries, Sanatan Dharam Gaushala",Jagraon,32,"[{""field"": ""format"", ""issue"": ""size digit degraded, read as 16°""}]"
1912Q4,562,9,PASHTU—MEDICINE.,Pashtu,,Medicine,1,1473,1000,"Dayal Steam Press, Lahore.",Dayal Steam Press,Lahore,,Tibb Siddiqi,True,On the treatment of various diseases.,60,"Sunder Singh, Book-seller, Bannu",Bannu,1912-10-13,1 Re.,1st,8°,litho.,,,,,Pushto,,Dayal Steam Press,Lahore,"Sunder Singh, Book-seller, Bannu",Bannu,60,"[{""field"": ""copies"", ""issue"": ""printed '1,)00', reading as 1000""}]"
