printed_page,pdf_page,lang,topic,serial,source,field,extraction,other,issue
38,591,Urdu,Miscellaneous,143,flag,copies,,,"printed '5C0', likely 500"
38,591,Urdu,Miscellaneous,145,flag,copies,,,"printed '1C00', likely 1000"
39,592,Urdu,Poetry,52,flag,reg,,,could be 1434 or 1431
40,593,Urdu,Poetry,55,flag,copies,,,"printed 1,C00, ambiguous digit"
40,593,Urdu,Poetry,62,flag,reg,,,"reads 1435, possibly duplicate of entry 60"
41,594,Urdu,Poetry,64,flag,serial,,,"printed as 6a, likely 64"
41,594,Urdu,Poetry,67,flag,serial,,,"printed as 87, likely 67"
42,595,Urdu,Religion,77,flag,copies,,,"printed '5C0' ambiguous, read as 500"
43,596,Urdu,Religion,80,flag,copyright,,,"reads 'M. Muhammad Abdullah, Editor ""Vakil"", Amritsar; No. 207, dated the 7th November, 1912'"
44,597,Urdu,Science (Mathematical),17,flag,copies,,,"'2,0C0' ambiguous digits"
44,597,Urdu,Religion,87,flag,pubcity,,,'Nislat' uncertain reading
44,597,Urdu,Religion,89,flag,copies,,,"'1,C00' ambiguous digits"
45,598,Urdu,Voyages and Travels,5,flag,author,,,Translated by M. Muhammad Insha Ullah
45,598,Urdu,Science (Mathematical),18,flag,flag_note,,,section header printed as URUD (sic)
46,599,Arabic-Urdu,Religion,27,flag,copies,,,"printed 1,000 or 1,030 ambiguous"
46,599,Arabic-Urdu,Religion,28,flag,pcity,,,printer 'Rex Bazar' uncertain reading
47,600,English-Urdu,Language,7,flag,title,,,native script reading uncertain
47,600,Hindi-Sanskrit,Poetry,9,flag,date,,,printed as '19.2.' partly illegible
48,601,Hindi—Sanskrit,Religion,16,flag,copies,,,"printed as '1,C00', ambiguous digit read as 1000"
49,602,Persian and Urdu,Language,1,flag,copies,,,"printed 1,00) degraded"
49,602,Persian and Urdu,Religion,2,flag,copies,,,"printed 1,?00 degraded"
49,602,Punjabi and Sanskrit,Miscellaneous,3,flag,serial,,,"printed digit unclear, appears 3"
50,603,"Trilingual (Arabic, Persian and Urdu)",Religion,1,flag,publisher,,,"'Assm, B. O. L.' abbreviations unclear"
50,603,"Trilingual (English, Hindi and Sanskrit)",Language,2,flag,serial,,,"serial digit faint, read as 2"
50,603,"Trilingual (Arabic, Persian and Urdu)",Language,6,flag,publisher,,,M. Hab bullah spacing uncertain
51,604,"English, Hindi and Urdu",Miscellaneous,1,flag,title,,,"native-script title, romanization uncertain"
51,604,"English, Hindi and Urdu",Miscellaneous,2,internal,copies,100000,,copies outside plausible range
52,605,English,Miscellaneous,1,flag,author,,,Edited by Professor Malik Raghu Nath Rai - no distinct author field
52,605,Urdu,Law,14,flag,reg,,,col 5 reading '1282' uncertain
52,605,Urdu,Law,15,flag,reg,,,"reg reading '1282' uncertain, duplicate of serial 14"
52,605,Urdu,Law,16,flag,copies,,,printed '8 0' with gap - reading uncertain
52,605,English,Law,17,flag,date,,,'34th August 1912' - day reading uncertain
52,605,Urdu,Law,17,flag,pp_verbatim,,,'241 - 234' page range reading uncertain
52,605,Urdu,Law,18,flag,serial,,,printed as ':8' - reading 18 assumed
52,605,Urdu,Law,18,flag,reg,,,col 5 printed '1 93' with gap - uncertain
9,562,Kashmiri,Poetry,5,internal,reg,1353,,registration no. appears 2x in quarter
32,585,Urdu,History,14,internal,reg,1353,,registration no. appears 2x in quarter
15,568,Punjabi,Poetry,218,internal,reg,1457,,registration no. appears 2x in quarter
26,579,Punjabi,Poetry,310,internal,reg,1457,,registration no. appears 2x in quarter
18,571,Punjabi,Poetry,241,internal,reg,1460,,registration no. appears 2x in quarter
27,580,Punjabi,Religion,40,internal,reg,1460,,registration no. appears 2x in quarter
24,577,Punjabi,Poetry,297,internal,reg,1431,,registration no. appears 2x in quarter
39,592,Urdu,Poetry,52,internal,reg,1431,,registration no. appears 2x in quarter
34,587,Urdu,Medicine,26,internal,reg,1281,,registration no. appears 2x in quarter
51,604,English,Periodicals (Law),15,internal,reg,1281,,registration no. appears 2x in quarter
40,593,Urdu,Poetry,60,internal,reg,1435,,registration no. appears 2x in quarter
40,593,Urdu,Poetry,62,internal,reg,1435,,registration no. appears 2x in quarter
52,605,Urdu,Law,14,internal,reg,1282,,registration no. appears 2x in quarter
52,605,Urdu,Law,15,internal,reg,1282,,registration no. appears 2x in quarter
4,557,English,Law,10,internal,serial,12->17,,non-consecutive serials in English-Law
5,558,English,Miscellaneous,25,internal,serial,29->1,,non-consecutive serials in English-Miscellaneous
8,561,Hindi,Poetry,25,internal,serial,25->6,,non-consecutive serials in Hindi-Poetry
9,562,Hindi,Religion,8,internal,serial,8->18,,non-consecutive serials in Hindi-Religion
13,566,Punjabi,Miscellaneous,59,internal,serial,74->76,,non-consecutive serials in Punjabi-Miscellaneous
15,568,Punjabi,Poetry,216,internal,serial,263->364,,non-consecutive serials in Punjabi-Poetry
15,568,Punjabi,Poetry,216,internal,serial,372->273,,non-consecutive serials in Punjabi-Poetry
34,587,Urdu,Law,16,internal,serial,16->14,,non-consecutive serials in Urdu-Law
50,603,"Trilingual (Arabic, Persian and Urdu)",Language,6,internal,serial,6->8,,"non-consecutive serials in Trilingual (Arabic, Persian and Urdu)-Language"
