quarter,pdf_page,printed_page,section,lang,char,topic,serial,reg,copies,printer_verbatim,printer,pcity,author,title,title_native,gloss,pp_verbatim,publisher,pubcity,date,price,edition,format,method,educ,copyright,notes,marks,norm_lang,periodical,norm_printer,norm_pcity,norm_publisher,norm_pubcity,pp_sum,flags_json
1911Q2,241,3,ENGLISH—LANGUAGE.,English,,Language,1,531,1000,"Star Press, Amritsar.",Star Press,Amritsar,"Sircar, L.M., B.A.",Sixty notes on analysis. A grammar for matriculation candidates Grammar.,False,,19,Author,Amritsar,1911-03,2 annas,1st,16°,,Y,"Mr. L. M. Sircar, B.A., Headmaster, Mission High School Amritsar; No. 65, dated the 5th April, 1911.",,,English,,Star Press,Amritsar,Author,Amritsar,19,[]
1911Q2,241,3,ENGLISH—LAW.,English,,Law,1,702,250,"The ""Civil and Military Gazette"" Press, Lahore.","The ""Civil and Military Gazette"" Press",Lahore,"C. H. Oertel, Barrister-at-Law","A Digest of the cases reported in the Punjab Record, 1910, Volume XLV, with an index of the names of the cases",False,,"5, 46","The Manager, ""Civil and Military Gazette"" Press, Lahore",Lahore,1911-04-30,3 Rs.,1st,8°,,,"The Proprietor, ""Civil & Military Gazette"" Press, Lahore; No. 91, dated the 2nd June, 1911.",,X,English,,"The ""Civil and Military Gazette"" Press",Lahore,"The Manager, ""Civil and Military Gazette"" Press, Lahore",Lahore,51,[]
1911Q2,241,3,ENGLISH—LAW.,English,,Law,2,357,100,"Punjab Printing Works, Lahore.",Punjab Printing Works,Lahore,"Lala Ghanshyam Das, M. A., I.L.B., Widwan, Revenue Assistant, Hoshiarpur district","Departmental Examination of Assistant and Extra Assistant Commissioners, Tahsildars and Munsifs, &c. [Questions with answers complete for 12 Examinations, including November, 1910. Group A—Civil and Criminal.]",False,,"2, 79",,,1911-04,10 Rs.,1st,4°,,,,,,English,,Punjab Printing Works,Lahore,,,81,[]
1911Q2,241,3,ENGLISH—LAW.,English,,Law,3,635,500,Ditto,Punjab Printing Works,Lahore,"Lala Balwant Rai, B.A., LL.B., Pleader, Chief Court, Punjab, Lahore","The Indian Arms Act (Act XI of 1878) and Indian Arms Rules, 1909, notifications of the Government of India and Local Governments, with Rulings of the different High Courts and Chief Courts of the Punjab and Burma.",False,,"4, 8, 242, 25",Author (compiler),Lahore,1911-04,5 Rs.,1st,8°,,,"Lala Balwant Rai, B.A., LL.B., Pleader, Chief Court, Punjab, Lahore; No. 74, dated the 5th April, 1911.",,X,English,,Punjab Printing Works,Lahore,Author (compiler),Lahore,279,[]
1911Q2,241,3,ENGLISH—LAW.,English,,Law,4,701,500,"The ""Civil and Military Gazette"" Press, Lahore.","The ""Civil and Military Gazette"" Press",Lahore,"Major C. H. Buck, I. A., Punjab Commission",The Punjab Civil Index,False,,165,"The Manager, ""Civil and Military Gazette"" Press, Lahore",Lahore,1911-04-22,3 Rs.,1st,8°,,,"Major C. H. Buck, I. A. (Punjab Commission), Karnal; No. 90, dated the 2nd June, 1911.",,,English,,"The ""Civil and Military Gazette"" Press",Lahore,"The Manager, ""Civil and Military Gazette"" Press, Lahore",Lahore,165,[]
1911Q2,241,3,ARABIC—RELIGION.,Arabic,,Religion,7,711,7000,"Newal Kishore Gas Printing Works, Lahore.",Newal Kishore Gas Printing Works,Lahore,,Quran Majid Part IV.,False,,24,,,1911-02,6 pies,,8°,litho.,,,,,Arabic,,Newal Kishore Gas Printing Works,Lahore,,,24,[]
1911Q2,241,3,ARABIC—RELIGION.,Arabic,,Religion,8,712,6000,Ditto,Newal Kishore Gas Printing Works,Lahore,,Part XXX.,False,,24,,,1911-02,6 pies,,8°,litho.,,,,,Arabic,,Newal Kishore Gas Printing Works,Lahore,,,24,[]
1911Q2,241,3,ARABIC—RELIGION.,Arabic,,Religion,9,718,12000,Ditto,Newal Kishore Gas Printing Works,Lahore,,Ruba-i-Para-i-Amm.,True,Certain suras from the 30th part of the Quran.,32,"Jot Singh Sant Singh, Booksellers, Lahore",Lahore,1911-02 (1328 Hijri),6 pies,,16°,litho.,,,"27th Shaban, 1328 Hijri.",,Arabic,,Newal Kishore Gas Printing Works,Lahore,"Jot Singh Sant Singh, Booksellers, Lahore",Lahore,32,[]
1911Q2,241,3,ARABIC—RELIGION.,Arabic,,Religion,10,776,50000,Ditto,Newal Kishore Gas Printing Works,Lahore,,Sipara-i-alif lam mim or the first part of the Quran.,True,,24,"Jot Singh and Sant Singh, Booksellers, Lahore",Lahore,1911-04,6 pies,,8°,litho.,,,,,Arabic,,Newal Kishore Gas Printing Works,Lahore,"Jot Singh and Sant Singh, Booksellers, Lahore",Lahore,24,"[{""field"": ""serial"", ""issue"": ""printed digit '1)' degraded, read as 10""}]"
1911Q2,242,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,8,685,100,"Jiwan Press, Lahore.",Jiwan Press,Lahore,,A Résumé of the 24th Annual Report of the Dev Samaj,False,"[from 1st December, 1909, to 30th November, 1910]",4,"Shriman Dev Ratan, Secretary, Dev Samaj, Lahore",Lahore,1911-04-26,Free,1st,8°,,,,,X,English,,Jiwan Press,Lahore,"Shriman Dev Ratan, Secretary, Dev Samaj, Lahore",Lahore,4,[]
1911Q2,242,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,9,703,"1,000","The ""Civil and Military Gazette"" Press, Lahore.","The ""Civil and Military Gazette"" Press",Lahore,,"Damfool Smith Sahib. (Dalrymple Smith, Esquire), by the Subaltern.",False,,92,"The Manager, ""Civil and Military Gazette"" Press, Lahore",Lahore,1911-04-30,"Price, 1 Re.",6th,8°,,,"Major A. A. Irvine, Divisional Judge, Lahore; No. 82, dated the 2nd June, 1911.",[Previous edition noticed in entry No. 8 at page 2 of the Catalogue for the quarter ending the 30th September 1909.],X,English,,"The ""Civil and Military Gazette"" Press",Lahore,"The Manager, ""Civil and Military Gazette"" Press, Lahore",Lahore,92,"[{""field"": ""copyright"", ""issue"": ""right margin degraded, register no. uncertain""}]"
1911Q2,242,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,10,699,400,Ditto,"The ""Civil and Military Gazette"" Press",Lahore,,"Guide to Dalhousie, The Chamba State, and the neighbouring Hills.",False,"[Containing a description of the station, routes to Dalhousie and into the interior, extracts from Municipal Bye-Laws, &c. Compiled by Captain J. B. Hutchinson; revised by H. A. Rose, C. S., Assistant Commissioner, Dalhousie, 1890, and J. Hutchinson, L. R. C. P. and S. E., Chamba Mission, with a Route Map.]","81, 2","The Manager, ""Civil and Military Gazette"" Press, Lahore",Lahore,1910-07-17,"Price, Re. 1-8-0.",3rd,8°,,,"H. A. Rose, Esquire, C. S., Divisional Judge, Ludhiana; No. 88, dated the 2nd June, 1911.",,X,English,,"The ""Civil and Military Gazette"" Press",Lahore,"The Manager, ""Civil and Military Gazette"" Press, Lahore",Lahore,83,[]
1911Q2,242,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,11,700,500,Ditto,"The ""Civil and Military Gazette"" Press",Lahore,,"Indian Cavalry Pocket Book, with notes; compiled by Major P. E. Ricketts.",False,,"91, 59","The Manager, ""Civil and Military Gazette"" Press, Lahore",Lahore,1910-09-30,"Price, 2 Rs.",1st,"8°, obl.",,,"Major P. E. Ricketts, 19th Lancers, Meerut; No. 89, dated the 2nd June, 1911.",,,English,,"The ""Civil and Military Gazette"" Press",Lahore,"The Manager, ""Civil and Military Gazette"" Press, Lahore",Lahore,150,"[{""field"": ""copyright"", ""issue"": ""right margin degraded""}]"
1911Q2,242,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,12,362,"3,000","Punjab Printing Works, Lahore.",Punjab Printing Works,Lahore,"Kaushla Nandan Sahay, B. A.","Kaushla Nandan Sahay, B. A.",False,"[Professor Rama Murti's Exercises (with illustrations) or a book which contains the exercises for the development of muscles, used by Rama Murti, the Sandow of India.]","19, illustrations pp. 13",Author,Lahore,1911-01,"Price, 4 annas.",1st,8°,,,"B. Kaushla Nandan Sahay, B. A. of Bareilly; No. 36, dated the 5th April, 1911.",,X,English,,Punjab Printing Works,Lahore,Author,Lahore,19,"[{""field"": ""copyright"", ""issue"": ""right margin degraded""}]"
1911Q2,242,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,13,557,700,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,,"One-fourth Daswandh Scheme, 1911.",False,"This is a scheme for contribution of 1/10th of the income of every Sikh family for the spread of religious, moral and secular education among Sikhs.",18,"S. Raghbir Singh, Sub-Divisional Officer, Post Office Daska, District Siálkot",Daska,1911-04-10,Free,1st,Foolscap size,,,,,X,English,,Wazir-i-Hind Press,Amritsar,"S. Raghbir Singh, Sub-Divisional Officer, Post Office Daska, District Sialkot",Daska,18,[]
1911Q2,242,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,14,478,"1,000","Egerton Press, Ráwalpindi.",Egerton Press,Ráwalpindi,,Scoring Book for Annual Course of Musketry.,False,[Trained soldiers' practices.],25,"J. R. Thapur and Sons, Ráwalpindi",Ráwalpindi,1911-03,Price. Rs. 7 per hundred.,1st,8°,,,"J. R. Thapur and Sons, Egerton Press, Rawalpindi; No. 64, dated the 8th April, 1911.",,,English,,Egerton Press,Rawalpindi,"J. R. Thapur and Sons, Rawalpindi",Rawalpindi,25,"[{""field"": ""copyright"", ""issue"": ""right margin degraded""}]"
1911Q2,242,4,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,15,407,"1,000","Mercantile Press, Lahore.",Mercantile Press,Lahore,"Guran Ditta Mal, Lala.","Guran Ditta Mal, Lala.—[A Key to Geography, designed for students in the Middle Department.]",False,"[A Key to Geography, designed for students in the Middle Department.]","2, 70","Author (who is a 2nd Master, District Board School, Háfizábad)",Háfizábad,1911-03,"Price, 8 annas.",1st,16°,,Y,,,,English,,Mercantile Press,Lahore,"Author (who is a 2nd Master, District Board School, Hafizabad)",Hafizabad,72,[]
1911Q2,243,5,ENGLISH—POLITICS.,English,,Politics,1,408,500,"Mercantile Press, Lahore.",Mercantile Press,Lahore,"Sampuran Singh, Baba, Bedi.",Ihsanat-e-Government. A booklet,False,[Ihsanat-e-Government. A booklet describing the boons conferred upon this country by the English nation.],"4, 79",Author,,1911-03,Free.,1st,16°,,,,"Published by the author, who is a Naib Tahsildar, Raya, District Siálkot.",,English,,Mercantile Press,Lahore,Author,,83,[]
1911Q2,243,5,ENGLISH—PHILOSOPHY.,English,,Philosophy,1,409,500,Ditto.,Mercantile Press,Lahore,"T. K. Shahani, M. A. (Bombay).",An abstract of Seager's Economics,False,"[An abstract of Seager's Economics, designed for B. A. students of the Punjab University.]",262,"Ram Lal, Suri, Managing Proprietor, The Students' Own Agency, Lahore",Lahore,1911-04,"Price, 2 Rs. 4 annas.",1st,16°,,,,,,English,,Mercantile Press,Lahore,"Ram Lal, Suri, Managing Proprietor, The Students' Own Agency, Lahore",Lahore,262,[]
1911Q2,243,5,HINDI—DRAMA.,Hindi,,Drama,1,674,500,"Maqbul-i-'Am Press, Rewári.",Maqbul-i-'Am Press,Rewári,Ali Bakhsh.,Krishna Lila,True,"[Krishna Lila or the story of Krishna, the incarnation of Vishnu, in dramatized form in verse.]",132,"Hakim Sayad Makbul Husain, Rewari",Rewari,1911-05,"Price, 2 Rs. 4 annas.",1st,8°,litho.,,"Sayad Maqbul Husain, Rewari; No. 75, dated the 26th May, 1911.",,CORRECTED 28 JUL 1917 stamp,Hindi,,Maqbul-i-'Am Press,Rewari,"Hakim Sayad Makbul Husain, Rewari",Rewari,132,"[{""field"": ""date"", ""issue"": ""day partly obscured by stamp, reads [1st May, 1911]?""}]"
1911Q2,243,5,HINDI—LANGUAGE.,Hindi,,Language,1,442,"1,000","Balmukand Press, Lahore.",Balmukand Press,Lahore,"Nand Lal Sharma, Pandit.",Akshar Bodhawali,True,[Akshar Bodhawali or a Hindi Primer.],12,"Dharm Deva, Lahore",Lahore,1911-04-03 (Bikrami Sambat 1968),"Price, 3 pies.",1st,16°,,Y,,,,Hindi,,Balmukand Press,Lahore,"Dharm Deva, Lahore",Lahore,12,[]
1911Q2,243,5,HINDI—MEDICINE.,Hindi,,Medicine,1,697,"1,000","Bombay Press, Lahore.",Bombay Press,Lahore,"Arjan Singh, Dafadar.",Vetarnari Notas,True,[Veterinary Notes. A book on the treatment of the diseases of horses.],57,Author,,1911-04-20,"Price, 6 annas.",1st,8°,,,,Published by the author.,,Hindi,,Bombay Press,Lahore,Author,,57,[]
1911Q2,243,5,ENGLISH—SCIENCE (NATURAL).,English,,Science (Natural),2,361,"1,000","Mufid-i-'Am Press, Lahore.",Mufid-i-'Am Press,Lahore,"Harendra Nath Gupta, M. A.","A Text-Book on Sound, adapted to the Intermediate and B. Sc. standards of Indian Universities.",False,"[A Text-Book on Sound, adapted to the Intermediate and B. Sc. standards of Indian Universities.]","4, 149, 2",Author,,1911-03,"Price, 2 Rs.",1st,8°,,Y,"Harendra Nath Gupta, M. A., Professor of Physics, Agra College (U. P.); No. 35, dated the 8th April, 1911.","Published by the author, who is a Professor of Physics, Agra College.",,English,,Mufid-i-Am Press,Lahore,Author,,155,[]
1911Q2,243,5,ENGLISH—RELIGION.,English,,Religion,4,360,"1,000","The Union Steam Printing Works, Lahore.",The Union Steam Printing Works,Lahore,"Behari Lal, P., B.A., Shastri.","The Thesaurus of knowledge, Divine and Temporal, or the Vedas and their Angas and Upangas, Volume I.",False,[A treatise on the religious philosophy of the Vedas and the literature connected with them in the light of the Arya Samaj tenets.],"xiv, vii, 507 and iv",Author,"Ganjipura, Jubbulpore",1911-03-02,"Price, 5 Rs.",1st,8°,,,"Pandit Bihari Lal, B. A., Shastri, Ganjipura, Jubbulpore, Central Provinces; No. 34, dated the 8th April, 1911.","Published by the author, Ganjipura, Jubbulpore.",,English,,The Union Steam Printing Works,Lahore,Author,"Ganjipura, Jubbulpore",507,[]
1911Q2,244,6,HINDI—POLITICS.,Hindi,,Politics,1,471,1000,"Imperial Native Press, Dehli.",Imperial Native Press,Dehli,"Chuni Lal, Pandit","Raj Bhakti. A pamphlet which teaches loyalty to the British Government, with quotations from authoritative Sanskrit books.",True,,102,Author,,1911-01-01 (1967),4 annas,1st,16°,,,"Pandit Chuni Lal of Mahindergarh, (Patiala) ; No. 56, dated the 23rd May, 1911.","Bikrami Sambat, 1967.",X,Hindi,,Imperial Native Press,Dehli,Author,,102,"[{""field"": ""serial"", ""issue"": ""serial number partly obscured by margin mark, read as 1""}]"
1911Q2,244,6,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,9,481,5000,"Egerton Press, Ráwalpindi.",Egerton Press,Ráwalpindi,,"Chandmari ki kitab, Table B, or a scoring book for the annual course of musketry.",True,,24,J. R. Thapur and Sons,Ráwalpindi,1911-03,7 Rs. per hundred,1st,32°,,,"J. R. Thapur and Sons, Egerton Press, Ráwalpindi; No. 62, dated 8th April, 1911.",,,Hindi,,Egerton Press,Rawalpindi,J. R. Thapur and Sons,Rawalpindi,24,[]
1911Q2,244,6,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,10,634,400,"The ""Civil and Military News"" Press, Ludhiána.","The ""Civil and Military News"" Press",Ludhiána,,'303 Maxim Machine Gun ka khulasa.,True,A Hindi translation by Hawaldar Jhanda Singh of an English handbook on the '303 Maxim Machine Gun.,111,K. Ghulam Muhi-ud-din and Sons,Ludhiána,1911-03,7 annas,1st,16°,,,,,,Hindi,,"The ""Civil and Military News"" Press",Ludhiana,K. Ghulam Muhi-ud-din and Sons,Ludhiana,111,[]
1911Q2,244,6,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,11,355,2000,"Punjab Printing Works, Lahore .",Punjab Printing Works,Lahore,"Dev Raj, Lala","Pathshala ki kanya, or a treatise containing moral lessons for female students",True,,180,Author,Jullundur,1911-03-15,6 annas,5th,16°,,,,"[Previous edition noticed in entry No. 5, at page 7, of the Catalogue for the quarter ending the 30th June, 1909.]",,Hindi,,Punjab Printing Works,Lahore,Author,Jullundur,180,[]
1911Q2,244,6,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,12,797,1400,"The "" Civil and Military News "" Press, Ludhiána.","The ""Civil and Military News"" Press",Ludhiána,,"Musketry ki exercisen mutabik musketry regulation, hissa awwal.",True,"Musketry exercises according to the Musketry Regulations, Part I. Translated from the English original by Khwaja Ghulam Muhi-ud-din and Sons, Ludhiána. Illustrations 1-8.",130,The translators,Ludhiána,1911-05,4 annas,1st,16°,,,,,,Hindi,,"The ""Civil and Military News"" Press",Ludhiana,The translators,Ludhiana,130,[]
1911Q2,244,6,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,13,800,700,Ditto,"The ""Civil and Military News"" Press",Ludhiána,,"Musketry Regulation Hissa Awwal Musketry Regulations, Part 1, containing paragraphs 12-44 and 84-117.",True,,43,the translators,Ludhiána,1911-05,2 annas 6 pies,1st,16°,,,,,,Hindi,,"The ""Civil and Military News"" Press",Ludhiana,the translators,Ludhiana,43,[]
1911Q2,244,6,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,14,356,500,"Punjab Printing Works, Lahore.",Punjab Printing Works,Lahore,,Punjab Sindh Khashetr Rishi Kesh wa Kankhal ki satwin Warshik Report.,True,The seventh annual report of the Punjab Sindh Khashetr Rishi Kesh and Kankhal.,192,"B. Bhagwan Das, Manager of the Institution",,1911-02-22,Free,1st,8°,,,,,,Hindi,,Punjab Printing Works,Lahore,"B. Bhagwan Das, Manager of the Institution",,192,[]
1911Q2,245,7,KASHMIRI—RELIGION.,Kashmiri,,Religion,1,393,2500,"Islamia Press, Lahore.",Islamia Press,Lahore,"Muhammad, Sayad, Musvi",Minaj-i-Salah Miraj-i-Falah,True,A book on the Shiah law and religion.,"24, 372",Sayad Muhammad Kazim,Kashmir,1911-02,2 Rs.,1st,4°,litho.,,,,,Kashmiri,,Islamia Press,Lahore,Sayad Muhammad Kazim,Kashmir,396,"[{""field"": ""title"", ""issue"": ""romanization from Arabic script uncertain""}]"
1911Q2,245,7,HINDI—RELIGION.,Hindi,,Religion,8,690,1000,"Bombay Machine Press, Lahore.",Bombay Machine Press,Lahore,,Dharmadesh,True,"A collection of short moral and religious articles selected from the Navjiwan Magazine of Benares, arranged and compiled by M. Dharmpal, Lahore.",1,compiler,,1911-04-15,4 annas,18th,32°,,,,"Vaishakh V. S., 1968.",stamp: KEEP OUT... 18 JUNE 1911,Hindi,,Bombay Machine Press,Lahore,compiler,,1,"[{""field"": ""pp_verbatim"", ""issue"": ""obscured by stamp""}, {""field"": ""edition"", ""issue"": ""obscured by stamp, reads 18""}]"
1911Q2,245,7,HINDI—RELIGION.,Hindi,,Religion,9,692,1000,Ditto,Bombay Machine Press,Lahore,"Jiwan Das, Lala",Satyarth Prakash ke Sanshodhan ka Namuna,True,"or specimen pages shewing how the author would like to correct and revise the text of the Satyarth Prakash by Swami Dayananda Surasswati, the founder of the Arya Samaj.",30,author,,1911-04-17,1 anna,1st,8°,,,,,,Hindi,,Bombay Machine Press,Lahore,author,,30,[]
1911Q2,245,7,HINDI—RELIGION.,Hindi,,Religion,10,391,1000,Ditto,Bombay Machine Press,Lahore,"Radha Prasad Shastri, Pandit","Bivah Dharm Marm Samalochna, Pratham Bhag",True,"A book which explains the philosophy of all the institutions in connection with marriages among the Hindus, with quotations from authoritative Sanskrit books.","15, 2, 132","R. B. Lala Ram Saran Das, Lahore",Lahore,1911-03-27,12 annas,1st,8°,,,"Pandit Radha Prasad, Shastri, Lahore; No. 40 dated the 5th May, 1911.",Vikrami Sambat 1967.,,Hindi,,Bombay Machine Press,Lahore,"R. B. Lala Ram Saran Das, Lahore",Lahore,149,"[{""field"": ""pp_verbatim"", ""issue"": ""last figure 132 or 138 unclear""}]"
1911Q2,245,7,HINDI—RELIGION.,Hindi,,Religion,11,684,250,"Jiwan Press, Lahore.",Jiwan Press,Lahore,"Satyanand Agnihotri, P.",Deva Shastra,True,"The religious scripture of the Deva Samajists, an atheistic sect founded by the author.","क-ङ, 566",S. Amar Singh,,1911-05-10,5 Rs.,1st,16°,,,"Shri Pandit Satyanand Agnihotri, Parbat Ashram, Solan; No. 83, dated the 2nd June 1911.",Vikrami Sambat 1967.,,Hindi,,Jiwan Press,Lahore,S. Amar Singh,,566,[]
1911Q2,245,7,HINDI—RELIGION.,Hindi,,Religion,12,383,1000,"Punjab Economical Press, Lahore.",Punjab Economical Press,Lahore,,Sukumala Charitr,True,"a Jain book which contains moral and religious stories and is chiefly devoted to the biography of the renowned Jain saint Sukumala, translated by Babu Gyan Chand Jaini.",142,translator (Lahore),Lahore,1911-04-04,1 Re.,1st,8° (oblong),,,,"Vir Sambat 2437, Vikrami Sambat 1967.",,Hindi,,Punjab Economical Press,Lahore,translator (Lahore),Lahore,142,[]
1911Q2,245,7,HINDI—RELIGION.,Hindi,,Religion,13,382,2000,Ditto,Punjab Economical Press,Lahore,"Gyan Chand Jaini, Babu",Jain Bal Gutka,True,"A collection of the religious teachings of Jainism as regards doctrines and ceremonials, meant for beginners.",104,author (Lahore),Lahore,1911-03-27,6 annas,5th,8°,,Y,,"Vir Sambat 2437, Vikrami Sambat 1967.",,Hindi,,Punjab Economical Press,Lahore,author (Lahore),Lahore,104,[]
1911Q2,246,8,PERSIAN—LANGUAGE.,Persian,,Language,1,417,1500,"Islamia Steam Press, Lahore.",Islamia Steam Press,Lahore,"Ata Muhammad, Maulvi.",Tuhfatut-ul Tulaba-fi bayan-il-Ba-i-wal kaf-i-wal Ya,True,"A gift for students or a pamphlet giving the different meaning of three Persian letters Ba, Kaf, and Ya when connected with other words, with examples.",16,Author,Larkána,1911-03,"Price, 1 anna.",1st edition,8°,litho.,Y,,,,Persian,,Islamia Steam Press,Lahore,Author,Larkana,16,[]
1911Q2,246,8,PERSIAN—RELIGION.,Persian,,Religion,1,419,1000,"Islamia Steam Press, Lahore.",Islamia Steam Press,Lahore,"Abdullah Ansari, Khwaja.",Ganj-name-i-Khawaja Abdullah Ansari,True,A book of mysticism for the guidance of Sufis.,"360, 32","Mulla Jam Muhammad and Mulla Bismillah, Booksellers",Qandhar,1911-03 (1328 Hijri),"Price, 3 Rs.",1st edition,8°,lithe.,,,,,Persian,,Islamia Steam Press,Lahore,"Mulla Jam Muhammad and Mulla Bismillah, Booksellers",Qandhar,392,"[{""field"": ""method"", ""issue"": ""printed 'lithe.' likely litho.""}]"
1911Q2,246,8,PERSIAN—LANGUAGE.,Persian,,Language,2,648,1000,"Roz Bazar Steam Press, Amritsar.",Roz Bazar Steam Press,Amritsar,,Khulasa Miftah-us-Sarf,True,"An abridgment of a Persian Grammar in the form of questions and answers, in Urdu.",24,"Shaikh Abdur Rahman Habib-ur-Rahman, Booksellers",Amritsar,1911-04-30,"Price, 1 anna.",1st edition,8°,litho.,Y,,,,Persian,,Roz Bazar Steam Press,Amritsar,"Shaikh Abdur Rahman Habib-ur-Rahman, Booksellers",Amritsar,24,[]
