quarter,pdf_page,printed_page,section,lang,char,topic,serial,reg,copies,printer_verbatim,printer,pcity,author,title,title_native,gloss,pp_verbatim,publisher,pubcity,date,price,edition,format,method,educ,copyright,notes,marks,norm_lang,periodical,norm_printer,norm_pcity,norm_publisher,norm_pubcity,pp_sum,flags_json
1910Q2,55,3,ARABIC—PHILOSOPHY.,Arabic,,Philosophy,1,493,2000,Faruqi Press,Faruqi Press,Delhi,"Allamah Qutb-ud-din, Razi","Al-Qutbi (commentary on the Shamsyya, logic)",True,,217,M. Abdus Salam,Delhi,1910-03-01 (1326 Hijri),9 annas,1st,,,,,,,Arabic,,Faruqi Press,Delhi,M. Abdus Salam,Delhi,217,[]
1910Q2,55,3,ENGLISH—RELIGION.,English,,Religion,2,406,100,Mufid-i-'Am Press,Mufid-i-'Am Press,Lahore,"Harnam Das, Lala",How to distinguish between Right and Wrong,True,,172,Author,Lahore,1910-01-28,"Rs. 2, 8 annas",1st,,,,,,,English,,Mufid-i-Am Press,Lahore,Author,Lahore,172,[]
1910Q2,55,3,ARABIC—LANGUAGE.,Arabic,,Language,2,678,1000,Hindustan Steam Press,Hindustan Steam Press,Lahore,,Qaida-i-Baghdadi. An Arabic Primer,True,,12,"Mian Karam-ud-din, Book-seller",Lahore,1910-04,3 pies,10th,,,Y,,,,Arabic,,Hindustan Steam Press,Lahore,"Mian Karam-ud-din, Book-seller",Lahore,12,[]
1910Q2,55,3,ENGLISH—SCIENCE (MATHEMATICAL).,English,,Science (Mathematical),4,465,1000,Bombay Machine Press,Bombay Machine Press,Lahore,"R. C. Mehra, Mr.","A key to Mensuration by A. E. Pierpoint, parts II and III",True,,84,Author,Lahore,1910-04-01,"Re. 1, 4 annas",1st,,,Y,,,,English,,Bombay Machine Press,Lahore,Author,Lahore,84,[]
1910Q2,56,4,ARABIC—RELIGION.,Arabic,,Religion,1,575,375,Mujaddidi Press,Mujaddidi Press,Amritsar,Hafiz Muhammad Hasan (compiler),Husn-ut-Tawassul (forty traditions on Medina),True,,20,Muhammad Abdul Hazi and Pir Ghulam Muhammad,Srinagar,1910-04-10,"1 anna, 6 pies",1st,,,,,,,Arabic,,Mujaddidi Press,Amritsar,Muhammad Abdul Hazi and Pir Ghulam Muhammad,Srinagar,20,[]
1910Q2,56,4,ARABIC—PHILOSOPHY.,Arabic,,Philosophy,2,494,1300,Faruqi Press,Faruqi Press,Delhi,Muhammad Fazl-i-Imam,Mirqat (logic for beginners),True,,48,M. Abdus Salam,Delhi,1910-03-01,3 annas,2nd,,,,,,,Arabic,,Faruqi Press,Delhi,M. Abdus Salam,Delhi,48,[]
1910Q2,56,4,ARABIC—RELIGION.,Arabic,,Religion,2,704,400,Badr Press,Badr Press,Qadian,,Matan-al-Arbain-ul-Nauwiyya (fifty traditions),True,,26,Sadar Anjuman Ahmadiya,Qadian,1910-06-13,9 pies,1st,,,,,,,Arabic,,Badr Press,Qadian,Sadar Anjuman Ahmadiya,Qadian,26,[]
1910Q2,56,4,ARABIC—RELIGION.,Arabic,,Religion,3,656,3000,Dipak Rajput Press,Dipak Rajput Press,Lahore,,Para-i-Alam (first chapter of the Quran),True,,24,"Haji Chiragh-ud-din Siraj-ud-din, Book-sellers",Lahore,1910-03,3 pies,1st,,,,,,,Arabic,,Dipak Rajput Printing Works,Lahore,"Haji Chiragh-ud-din Siraj-ud-din, Book-sellers",Lahore,24,[]
1910Q2,56,4,ARABIC—RELIGION.,Arabic,,Religion,4,499,600,Muir Press,Muir Press,Delhi,"Wahid-uz-Zaman, Maulvi","Hadayat-ul-Mahdi, Jild-i-Awwal wa Doyam (Parts I and II)",True,,"127, 80 and 4",M. Bulaqi Das,Delhi,1910-01 (1325 Hijri),Re. 1,1st,,,,,,,Arabic,,Muir Press,Delhi,M. Bulaqi Das,Delhi,211,[]
1910Q2,56,4,HINDI—DRAMA.,Hindi,,Drama,4,695,500,Punjab Printing Works,Punjab Printing Works,Lahore,"Keshawananda, Dwivedi",Sudama Charitr,True,,21,Author,Lahore,1910-05,Free,1st,,,,,,,Hindi,,Punjab Printing Works,Lahore,Author,Lahore,21,[]
1910Q2,56,4,HINDI—LANGUAGE.,Hindi,,Language,4,692,2000,Bombay Press,Bombay Press,Lahore,"Bhanu Datta, Pandit",Bodhodaya. A Hindi Reader for children,True,,82,Pandit Guru Datta,Lahore,1910-04-01,4 annas,14th,,,Y,,,,Hindi,,Bombay Press,Lahore,Pandit Guru Datta,Lahore,82,[]
1910Q2,57,5,HINDI—LANGUAGE.,Hindi,,Language,5,694,6000,Punjab Printing Works,Punjab Printing Works,Lahore,"Devi Dayalu, Pandit",Shabdawali or a Primer for Girls,True,,25,Kanniya Maha Vidiyalaya,Jullundur city,1910-04,1 anna,4th,,,Y,,,,Hindi,,Punjab Printing Works,Lahore,Kanniya Maha Vidiyalaya,Jullundur,25,"[{""field"": ""copies"", ""issue"": ""degraded digit: 6,000 vs 4,000 possible""}]"
1910Q2,57,5,HINDI—LANGUAGE.,Hindi,,Language,6,417,1000,Mufid-i-'Am Press,Mufid-i-'Am Press,Lahore,"Harish Chandr, Pandit",Akhshar Dipika. A Hindi Primer,True,,16,Author,Lahore,1910-02-28,6 pies,1st,,,Y,,,,Hindi,,Mufid-i-Am Press,Lahore,Author,Lahore,16,[]
1910Q2,57,5,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,6,480,500,Balmukand Press,Balmukand Press,Amritsar,"Lok Nath, Pandit",Swajati Hit Patr (pamphlet for the Saraswat clan),True,,18,Author,Amritsar,1910-03-01,Free,1st,,,,,,,Hindi,,Balmukand Press,Amritsar,Author,Amritsar,18,[]
1910Q2,57,5,HINDI (PUNJABI CHARACTERS)—LANGUAGE.,Hindi,Punjabi characters,Language,7,458,500,Caxton Press,Caxton Press,Lahore,"Tehl Singh, B.",Alankar Sudhdha Sagar (rhetoric),True,,127,"Bhai Daya Singh and Sons, Book-sellers",Lahore,1910-03-07,8 annas,1st,,,,,,,Hindi,,Caxton Press,Lahore,"Bhai Daya Singh and Sons, Book-sellers",Lahore,127,[]
1910Q2,57,5,HINDI—POETRY.,Hindi,,Poetry,8,454,600,Rajeshwari Press,Rajeshwari Press,Rawalpindi,"Dip Chand, Lala",Dipak Prakash (collection of Sikh hymns),True,,24,Author,Rawalpindi,1910-03-27,"1 anna, 3 pies",1st,,,,,,,Hindi,,Rajeshwari Press,Rawalpindi,Author,Rawalpindi,24,[]
1910Q2,57,5,HINDI—POETRY.,Hindi,,Poetry,9,505,1000,Sitara-i-Hind Press,Sitara-i-Hind Press,Delhi,"Nijanand, Pandit",Maharaja Dalip Singh ki Gau Raksha Varnan (verses on cow protection),True,,8,Author,Fatehpur,1910-03-01,6 pies,1st,,,,,,,Hindi,,Sitara-i-Hind Press,Delhi,Author,Fatehpur,8,[]
1910Q2,57,5,HINDI—POETRY.,Hindi,,Poetry,10,516,1000,Balmukand Press,Balmukand Press,Lahore,,"Shri Bhagat Bilas (devotional poems of Sur Das, Tulsi Das, Miran Bai)",True,,248,Sanatan Dharam Sabha,Simla,1910-04-26,8 annas,1st,,,,,,,Hindi,,Balmukand Press,Lahore,Sanatan Dharm Sabha,Simla,248,[]
1910Q2,57,5,HINDI—POETRY.,Hindi,,Poetry,11,689,1000,Bombay Press,Bombay Press,Lahore,Guru Piyara,Sushiksha Dayak Bhajan (religious songs for girls in the Arya Girls' Schools),True,,32,Author,Bannu,1910-04-24,Free,1st,,,Y,,,,Hindi,,Bombay Press,Lahore,Author,Bannu,32,[]
1910Q2,58,6,HINDI—RELIGION.,Hindi,,Religion,2,424,1000,Punjab Economical Press,Punjab Economical Press,Lahore,"Babu Lal, Pandit, Jaini","Saluno Pujan (origin of Saluno festival, Jain traditions)",True,,19,"Secretary, Jain Sabha",Ferozepore city,1910-03-06,2 annas,1st,,,,,,,Hindi,,Punjab Economical Press,Lahore,"Secretary, Jain Sabha",Ferozepore,19,[]
1910Q2,58,6,HINDI—SCIENCE (MATHEMATICAL).,Hindi,,Science (Mathematical),2,697,1000,Punjab Printing Works,Punjab Printing Works,Lahore,"Asha Ram, Lala",Ganit Prakash (arithmetic for primary classes),True,,76,Author,Gurdaspur,1910-04,3 annas,2nd,,,Y,,,,Hindi,,Punjab Printing Works,Lahore,Author,Gurdaspur,76,[]
1910Q2,58,6,HINDI—RELIGION.,Hindi,,Religion,3,691,1000,Bombay Press,Bombay Press,Lahore,Ballabh Bijaya,"Jain Bhanu (against the Dhundhak sect, Shwetambri view)",True,,109,"B. Jaswant Rai, Jaini",Lahore,1910-04-20,5 annas,1st,,,,,,,Hindi,,Bombay Press,Lahore,"B. Jaswant Rai, Jaini",Lahore,109,[]
1910Q2,58,6,PUNJABI—BIOGRAPHY.,Punjabi,,Biography,3,440,500,Punjab Commercial Press,Punjab Commercial Press,Amritsar,"Amar Singh, B.",Chamakda Hira. Life of S. Hari Singh Nalwa,True,,222,Author,Amritsar,1909-05,12 annas,"2nd, revised",,,,,,,Punjabi,,Punjab Commercial Press,Amritsar,Author,Amritsar,222,[]
1910Q2,58,6,HINDI—RELIGION.,Hindi,,Religion,4,426,1000,Punjab Economical Press,Punjab Economical Press,Lahore,"Lala Gayan Chand, Jaini (translator)",Harivansh Purana (Hindi translation),True,,1000,Translator,Lahore,1910-03-15,Rs. 6,1st,,,,,,,Hindi,,Punjab Economical Press,Lahore,Translator,Lahore,1000,[]
1910Q2,58,6,HINDI—RELIGION.,Hindi,,Religion,5,693,1000,Jiwan Press,Jiwan Press,Lahore,Sattyanand Agnihotri,Mujhmen Dev jiwan ka Bikash (Dev Samaj founder),True,,13 and 552,B. Amar Singh,Lahore,1910-04-25,Rs. 2,1st,,,,,,,Hindi,,Jiwan Press,Lahore,B. Amar Singh,Lahore,565,[]
1910Q2,58,6,HINDI (PERSIAN CHARACTER)—POETRY.,Hindi,Persian character,Poetry,12,518,1000,Faiz-i-Am Press,Faiz-i-Am Press,Lahore,,Shri Bhagat Bilas (Urdu version of entry No. 10 at page 5),True,,214,Sanatan Dharam Sabha,Simla,1910-04-26,8 annas,1st,,,,,,,Hindi,,Faiz-i-Am Press,Lahore,Sanatan Dharm Sabha,Simla,214,[]
1910Q2,59,7,PUNJABI—DRAMA.,Punjabi,,Drama,1,535,500,Siri Gurmat Press,Siri Gurmat Press,Amritsar,"Atma Ram, Lala (tr. B. Lehna Singh)",Prabodh Chandrodaya Natak,True,,100,Translator with B. Lakhmi Singh,Rawalpindi,1910-03-20,4 annas,1st,,,,,,,Punjabi,,Sri Gurmat Press,Amritsar,Translator with B. Lakhmi Singh,Rawalpindi,100,[]
1910Q2,59,7,PUNJABI—DRAMA.,Punjabi,,Drama,2,622,250,Wazir-i-Hind Press,Wazir-i-Hind Press,Amritsar,"Bir Singh, Bhai",Sikhan di parvirt dasha de darshan ate Raja Lakhdata Singh di rahin usda sudhar,True,,80,Author,Amritsar,1910-04-24,Re. 1,1st,,,,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,Author,Amritsar,80,[]
1910Q2,59,7,PUNJABI—BIOGRAPHY.,Punjabi,,Biography,4,540,1000,Siri Gurmat Press,Siri Gurmat Press,Amritsar,"Jodh Singh, Bhai",Jiwan Britant Sri Guru Gobind Singh Sahib,True,,16,Bhai Karam Singh,Amritsar,1910-03-25,6 pies,1st,,,,,,,Punjabi,,Sri Gurmat Press,Amritsar,Bhai Karam Singh,Amritsar,16,[]
1910Q2,59,7,PUNJABI—BIOGRAPHY.,Punjabi,,Biography,5,519,1000,Khalsa Press,Khalsa Press,Lahore,"Shiv Brat Lal, Lala, M.A. (tr. B. Arur Singh, Taib)",Sachchian Devian (biographies of pious Hindu ladies),True,,298,"Bharat Literature Company, Limited",Lahore,1910-03-22,12 annas,1st,,,,,,,Punjabi,,Khalsa Press,Lahore,"Bharat Literature Company, Limited",Lahore,298,[]
1910Q2,59,7,PUNJABI—FICTION.,Punjabi,,Fiction,13,614,2000,Wazir-i-Hind Press,Wazir-i-Hind Press,Amritsar,,Anokhi Dayin (a detective story),True,,56,The Khalsa Tract Society,Amritsar,1910-04-14,1 anna,1st,,,,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,56,[]
1910Q2,59,7,PUNJABI—FICTION.,Punjabi,,Fiction,14,563,1500,Anglo-Urdu and Gurmukhi Press,Anglo-Urdu and Gurmukhi Press,Amritsar,,Chhuhmantr Sone-ki-chirya,True,,26,"Maghi Ram, Sant Ram, Book-sellers",Amritsar,1910-03-24,2 annas,1st,,,,,,,Punjabi,,Anglo-Urdu and Gurmukhi Press,Amritsar,"Maghi Ram, Sant Ram, Book-sellers",Amritsar,26,[]
1910Q2,60,8,PUNJABI—FICTION.,Punjabi,,Fiction,15,482,1000,Himmat Press,Himmat Press,Ferozepore,"Lachhman Singh, B.",Desh Kuchal (good done by the Singh Sabha),True,,16,Author,"Sharakpur, District Lahore",1910-03-15,Free,1st,,,,,,,Punjabi,,Himmat Press,Ferozepore,Author,"Sharakpur, District Lahore",16,[]
1910Q2,60,8,PUNJABI—FICTION.,Punjabi,,Fiction,16,625,600,Wazir-i-Hind Press,Wazir-i-Hind Press,Amritsar,,Lampat Shikari athwa Shayam Kumari (a detective story),True,,117,Barkat Agency,Amritsar,1910-04-27,8 annas,1st,,,,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,Barkat Agency,Amritsar,117,[]
1910Q2,60,8,PUNJABI—FICTION.,Punjabi,,Fiction,17,685,1000,Khalsa Press,Khalsa Press,Lahore,,Mitha Bolna (advantages of good manners),True,,50,Sri Guru Arjan Club,Lyallpur,1910-05-05,Free,1st,,,,,,,Punjabi,,Khalsa Press,Lahore,Sri Guru Arjan Club,Lyallpur,50,[]
1910Q2,60,8,PUNJABI—FICTION.,Punjabi,,Fiction,18,610,1000,Waziri-Hind Press,Waziri-Hind Press,Amritsar,B. Narayan Singh (translator),Novel Bir Nahar Singh,True,,144,B. Hardit Singh and Rai Bahadur Mehr Singh,Amritsar,1910-04-10,6 annas,1st,,,,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,B. Hardit Singh and Rai Bahadur Mehr Singh,Amritsar,144,[]
1910Q2,60,8,PUNJABI—FICTION.,Punjabi,,Fiction,19,532,1000,Sri Gurmat Press,Sri Gurmat Press,Amritsar,,Prem Soma (Guru Arjan Dev and his devoted disciples),True,,39,Khalsa Updeshak College,Gujranwala,1910-03-15,9 pies,1st,,,,,,,Punjabi,,Sri Gurmat Press,Amritsar,Khalsa Updeshak College,Gujranwala,39,[]
1910Q2,60,8,PUNJABI—FICTION.,Punjabi,,Fiction,20,612,2000,Wazir-i-Hind Press,Wazir-i-Hind Press,Amritsar,,"Robinson Crusoe da britant sainchi 5, Part V",True,,48,The Khalsa Tract Society,Amritsar,1910-04-12,9 pies,1st,,,,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,48,[]
1910Q2,60,8,PUNJABI—FICTION.,Punjabi,,Fiction,21,615,3000,Wazir-i-Hind Press (Ditto),Wazir-i-Hind Press,Amritsar,,"Robinson Crusoe, Part VI",True,,48,The Khalsa Tract Society,Amritsar,1910-04-15,9 pies,1st,,,,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,48,[]
1910Q2,60,8,PUNJABI—FICTION.,Punjabi,,Fiction,22,613,2000,Wazir-i-Hind Press (Ditto),Wazir-i-Hind Press,Amritsar,,Rani Padmani (Queen of Chittaur and Alad-ud-din),True,,64,The Khalsa Tract Society,Amritsar,1910-04-13,1 anna,1st,,,,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,64,[]
1910Q2,61,9,PUNJABI—MEDICINE.,Punjabi,,Medicine,2,567,500,"Anglo-Urdu and Gurmukhi Press, Amritsar.",Anglo-Urdu and Gurmukhi Press,Amritsar,"Bhagat Singh, Bhai",Ghar da Vaid,True,The Family Doctor.,240,Author,Amritsar,1910-04-15,12 annas,1st,8°,,,"B. Bhagat Singh, Amritsar; No. 77, dated the 5th May 1910.",,,Punjabi,,Anglo-Urdu and Gurmukhi Press,Amritsar,Author,Amritsar,240,[]
1910Q2,61,9,PUNJABI—MEDICINE.,Punjabi,,Medicine,3,394,500,"Sri Gurmat Press, Amritsar.",Sri Gurmat Press,Amritsar,"Bhagwan Das, Rai Sahib, Dr.",Gharan wich rogi seva,True,A treatise on sick nursing at home.,117 with 33 illustrations and an errata,Author,Maler Kotla,1910-03,8 annas,1st,8°,,,"Rai Sahib Dr. Bhagwan Das, Maler Kotla; No. 46, dated the 5th May 1910.",,,Punjabi,,Sri Gurmat Press,Amritsar,Author,Maler Kotla,,[]
1910Q2,61,9,PUNJABI—LANGUAGE.,Punjabi,,Language,4,609,1000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,"Bishen Das, Puri, Lala, M.A.",Punjabi di pahli pothi,True,A Punjabi Primer.,64,Author,Amritsar,1910-04-08,1 anna,1st,16°,,Y,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,Author,Amritsar,64,[]
1910Q2,61,9,PUNJABI—MEDICINE.,Punjabi,,Medicine,4,550,1000,Ditto,Sri Gurmat Press,Amritsar,,Gharda da Doctor ya Vaidak nichor,True,The Family Doctor.,176,"B. Chatar Singh and Jiwan Singh, Book-sellers",Amritsar,1910-03,Re. 1,1st,8°,,,"B. Chatar Singh and B. Jiwan Singh, Amritsar; No. 76, dated the 5th May 1910.",,,Punjabi,,Sri Gurmat Press,Amritsar,"B. Chatar Singh and Jiwan Singh, Book-sellers",Amritsar,176,[]
1910Q2,61,9,PUNJABI—LANGUAGE.,Punjabi,,Language,5,430,1000,"Star Press, Amritsar.",Star Press,Amritsar,,Punjabi pritham pustak arthat pahli pothi,True,A Punjabi Primer.,32,The Khalsa Tract Society,Amritsar,1910-03-28,6 pies,9th,16°,,Y,,,,Punjabi,,Star Press,Amritsar,Khalsa Tract Society,Amritsar,32,[]
1910Q2,61,9,PUNJABI—MEDICINE.,Punjabi,,Medicine,5,616,2000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,,"Udar Nivas, Bhag I",True,A treatise on child birth and the care of mothers.,49,The Khalsa Tract Society,Amritsar,1910-04-16,1 anna,1st,16°,,,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,49,[]
1910Q2,61,9,PUNJABI—MEDICINE.,Punjabi,,Medicine,6,617,2000,Ditto,Wazir-i-Hind Press,Amritsar,,"Udar Nivas, Part II",False,,116,The Khalsa Tract Society,Amritsar,1910-04-16,1 anna,1st,16°,,,,"Title and publisher given as dashes (same as preceding entry, Part II).",,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,116,[]
1910Q2,61,9,PUNJABI—FICTION.—concluded.,Punjabi,,Fiction,23,564,1500,"Anglo-Urdu and Gurmukhi Press, Amritsar.",Anglo-Urdu and Gurmukhi Press,Amritsar,"Sundar Singh, Bhai",Vachitr Khun,True,A detective story.,126,"Bhai Chatar Singh, Jiwan Singh, Book-sellers",Amritsar,1910-03-28,8 annas,1st,8°,,,,,,Punjabi,,Anglo-Urdu and Gurmukhi Press,Amritsar,"Bhai Chatar Singh, Jiwan Singh, Book-sellers",Amritsar,126,[]
1910Q2,62,10,PUNJABI MISCELLANEOUS.,Punjabi,,Miscellaneous,11,604,1500,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,"Budh Singh, B.",Punjabi Boli de prachar te sawar lai Panjabi vidvan Istriyan te Purkhan age apil,True,An address presented by B. Budh Singh at the 3rd Khalsa Educational Conference held at Amritsar. It is an appeal for the diffusion of the knowledge of the Punjabi language.,25,Author,Hissar,1910-04-02,Free,1st,8°,,,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,Author,Hissar,25,[]
1910Q2,62,10,PUNJABI MISCELLANEOUS.,Punjabi,,Miscellaneous,12,565,1000,"Anglo-Urdu and Gurmukhi Press, Amritsar.",Anglo-Urdu and Gurmukhi Press,Amritsar,,Hase di kala,True,A collection of humourous stories.,16,"Lala Maghi Ram, Sant Ram, Book-sellers",Amritsar,1910-03-29,2 annas,1st,8°,,,,,,Punjabi,,Anglo-Urdu and Gurmukhi Press,Amritsar,"Lala Maghi Ram, Sant Ram, Book-sellers",Amritsar,16,[]
1910Q2,62,10,PUNJABI MISCELLANEOUS.,Punjabi,,Miscellaneous,13,561,1000,Ditto,Anglo-Urdu and Gurmukhi Press,Amritsar,,"Istri chalitr, Hissa I",True,Short stories of the deceptions practised by women on their husbands to conceal their guilty love.,79,"Lala Maghi Ram, Sant Ram, Book-sellers",Amritsar,1910-03-26,5 annas,1st,8°,,,,,X,Punjabi,,Anglo-Urdu and Gurmukhi Press,Amritsar,"Lala Maghi Ram, Sant Ram, Book-sellers",Amritsar,79,[]
1910Q2,62,10,PUNJABI MISCELLANEOUS.,Punjabi,,Miscellaneous,14,562,1000,Ditto,Anglo-Urdu and Gurmukhi Press,Amritsar,,"Istri chalitr, Part II",False,,64,"Lala Maghi Ram, Sant Ram, Book-sellers",Amritsar,1910-03-27,5 annas,1st,8°,,,,Title given as dash (Part II of preceding entry).,X,Punjabi,,Anglo-Urdu and Gurmukhi Press,Amritsar,"Lala Maghi Ram, Sant Ram, Book-sellers",Amritsar,64,[]
1910Q2,62,10,PUNJABI MISCELLANEOUS.,Punjabi,,Miscellaneous,15,601,4000,"Himmat Press, Ferozepore City.",Himmat Press,Ferozepore City,"Kesar Singh, Dr.",Tandrusti di kunji,True,"A list of medicines prepared by Dr. Kesar Singh, M.A.",16,Compiler,Ferozepore,1910-04-20,Free,1st,16°,,,,,,Punjabi,,Himmat Press,Ferozepore,Compiler,Ferozepore,16,[]
1910Q2,62,10,PUNJABI MISCELLANEOUS.,Punjabi,,Miscellaneous,16,413,187,"Mufid-i-'Am Press, Lahore.",Mufid-i-'Am Press,Lahore,,Khalsa Kanniya Wiwah Sanskar,True,The rules to be observed by the bride's family in a marriage ceremony performed according to Sikh rites.,42,B. Jawahar Singh,Lahore,1910-02-22,Free,1st,16°,,,,,X,Punjabi,,Mufid-i-Am Press,Lahore,B. Jawahar Singh,Lahore,42,"[{""field"": ""copies"", ""issue"": ""unusual value 187 — legible but atypical; verify""}]"
1910Q2,62,10,PUNJABI MISCELLANEOUS.,Punjabi,,Miscellaneous,17,674,300,"Vidva Sagar Press, Lahore.",Vidva Sagar Press,Lahore,,Kirtan Sohila,True,"The pamphlet contains a hymn from the Sikh Granth and a list of medicines prepared by the Gurmukhi Aushadhalaya, Lahore.",16,The Manager of the Aushadalaya,Lahore,1910-04-16,Free,1st,16°,,,,,,Punjabi,,Vidva Sagar Press,Lahore,The Manager of the Aushadalaya,Lahore,16,[]
1910Q2,62,10,PUNJABI MISCELLANEOUS.,Punjabi,,Miscellaneous,18,431,1000,"Star Press, Amritsar.",Star Press,Amritsar,"Mahtab Singh, B.",Qaumi Unati,True,A lecture on the making of the Sikh nation.,24,Author,Amritsar,1910-03-28,6 pies,1st,8°,,,,,,Punjabi,,Star Press,Amritsar,Author,Amritsar,24,[]
