quarter,pdf_page,printed_page,section,lang,char,topic,serial,reg,copies,printer_verbatim,printer,pcity,author,title,title_native,gloss,pp_verbatim,publisher,pubcity,date,price,edition,format,method,educ,copyright,notes,marks,norm_lang,periodical,norm_printer,norm_pcity,norm_publisher,norm_pubcity,pp_sum,flags_json
1910Q4,157,3,HINDI—LANGUAGE.,Hindi,,Language,11,1285,4000,"Bombay Press, Lahore.",Bombay Press,Lahore,,Balopdesh,True,,32,B. Jot Singh and Sant Singh,Lahore,1910-10-09,6 pies,1st,8°,,Y,,Title dash-continuation of serial 10; third publisher of the same primer.,,Hindi,,Bombay Press,Lahore,B. Jot Singh and Sant Singh,Lahore,32,[]
1910Q4,157,3,HINDI—LANGUAGE.,Hindi,,Language,12,1283,2000,"Punjab Printing Works, Lahore.",Punjab Printing Works,Lahore,"Dev Raj, Lala",Kannya Maha Vidiyalya Jullundur ki Pehli Pathawali,True,"The Hindi Primer of the Kanya Mahavidiyalaya, Jullundur.",106,Author,Jullundur,1910,"2 annas, 6 pies",6th,16°,,Y,,"Lala Dev Raj's primer for the famous Jullundur Kanya Mahavidyalaya (Arya Samaj girls' college), 6th edition.",,Hindi,,Punjab Printing Works,Lahore,Author,Jullundur,106,[]
1910Q4,157,3,HINDI—LANGUAGE.,Hindi,,Language,13,1287,1000,"Bombay Press, Lahore.",Bombay Press,Lahore,"Shiv Brat Lal, Warman, M. A.",Hindi Praimar,True,Hindi Primer.,40,Lala Salig Ram,Lahore,1910-10-21,6 pies,1st,16°,,Y,,Shiv Brat Lal again — now writing Hindi primers (see his Urdu Upanishads and Sadhu reprints in Q3).,,Hindi,,Bombay Press,Lahore,Lala Salig Ram,Lahore,40,[]
1910Q4,157,3,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,13,1163,1000,"Virjanand Presa, Lahore.",Virjanand Press,Lahore,"Brinda Ban, Munshi",Nari Bhushan,True,A book on cookery.,128,Mahashaya Bora Ram,Lahore,1910-08-01,5 annas,1st,8°,,,,'Woman's Ornament' — domestic-economy/cookery manual.,,Hindi,,Virjanand Press,Lahore,Mahashaya Bora Ram,Lahore,128,[]
1910Q4,157,3,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,14,1289,250,"Bombay Prese, Lahore.",Bombay Press,Lahore,,Hindi Pathshala Sialkot shahr ki niyamawali,True,"The rules and constitution of the committee governing the Hindi Pathshala, Siálkot city, and the scheme of studies followed therein.",12,The Secretary of the School Committee,Siálkot city,1910-10-24,Free,1st,8°,,,,,,Hindi,,Bombay Press,Lahore,The Secretary of the School Committee,Sialkot,12,[]
1910Q4,157,3,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,15,1277,500,"Mufid-i-'Am Press, Lahore.",Mufid-i-'Am Press,Lahore,"Knowlton, H. T.",Baloddyan Krira Vidhi,True,"A translation into Hindi of Knowlton's Kindergarten methods by Lala Bishen Das, Puri, M. A.",592,M. Gulab Singh and Sons,Lahore,1910-10-19,Rs. 2,1st,8°,,Y,"The Punjab Text-Book Committee, Lahore; No. 178, dated the 21st November, 1910.","Entry preceded by '(Designed for educational purposes.)'. Knowlton pedagogy corpus now in Hindi too (same translator Bishen Das as the Urdu Ilm-ul-Ta'lim, Q3 p30 s8); Text-Book Committee copyright.",,Hindi,,Mufid-i-Am Press,Lahore,M. Gulab Singh and Sons,Lahore,592,[]
1910Q4,158,4,HINDI—RELIGION.,Hindi,,Religion,9,1281,1100,"Punjab Printing Works, Lahore.",Punjab Printing Works,Lahore,"Sant Ram, P.","Shudh Ramayan, Dusra Bhag",True,"The well known ancient story of Rama, believed by the Hindus to be an incarnation of Vishnu.",130,"The Nagari Pracharni Company, Limited",Lahore,1910-11,4 annas,1st,16°,,,,"Previous part noticed in entry No. 7 at page 7 of the catalogue for the quarter ending the 30th September, 1910. Nagari Pracharni Company — Hindi-movement publisher. Ink stamp over entry: 'Rejected' with date stamp 'JUN 1917' — library de-accession trace.",X; ink stamps 'Rejected' and 'JUN 1917' across entry,Hindi,,Punjab Printing Works,Lahore,"The Nagari Pracharni Company, Limited",Lahore,130,[]
1910Q4,158,4,HINDI (IN PERSIAN CHARACTER)—RELIGION.,Hindi,Persian,Religion,10,1147,1000,"Arya Steam Press, Lahore.",Arya Steam Press,Lahore,,Be Nazir Urdu Bhagwat Gita,True,"A translation into Hindi of the Sanskrit philosophical poem ""Shrimad Bhagwad Gita by P. Devi Datt, Bhera.",96,The translator,Bhera,1910-09,2 annas,1st,16°,,,,Gita in Persian script ('Be Nazir Urdu Bhagwat Gita') — classified as Hindi in Persian character; catalog prints '1st editin'.,X,Hindi,,Arya Steam Press,Lahore,The translator,Bhera,96,[]
1910Q4,158,4,HINDI—MISCELLAGEOUS.—concluded.,Hindi,,Miscellaneous,16,1310,500,"Jiwan Press, Lahore.",Jiwan Press,Lahore,,Shrimati Pujniya Devki Devi Agnihotri ji ka Wiwah vishyak Raupak Jublilee Utsav,True,"A pamphlet written in honour of the Silver Jubilee of Shrimati Devki Devi, the wife of the founder of the Dev Samaj, Lahore, containing also her biography.",18,The Dev Samaj,Lahore,1910-10-18,Free,1st,8°,,,,Dev Samaj founder's wife honored — female biography in sect literature. Section header misprinted 'MISCELLAGEOUS'.,X,Hindi,,Jiwan Press,Lahore,The Dev Samaj,Lahore,18,[]
1910Q4,158,4,HINDI—POETRY.,Hindi,,Poetry,20,1164,3000,"Virjanand Press, Lahore.",Virjanand Press,Lahore,,Arya Gayan Pustak,True,A collection of religious songs of the Arya Samaj.,486,"The Librarian, Arya Samaj, Wachhowáli",Lahore,1910-02,8 annas,3rd,16°,,,,HINDI—POETRY serials continue the 1910 sequence (20 ff.). 486-page Arya Samaj hymnal.,X,Hindi,,Virjanand Press,Lahore,"The Librarian, Arya Samaj, Wachhowali",Lahore,486,[]
1910Q4,158,4,HINDI—POETRY.,Hindi,,Poetry,21,1141,2000,"Bombay Press, Lahore.",Bombay Press,Lahore,"Bhagwati, Mai",Istri Bhajan,True,A collection of hymns from the Sikh Grantha for women.,66,"B. Shiv Das, Book-seller",Lahore,1910-08-03,2 annas,8th,16°,,,,"Female author (Mai Bhagwati); Sikh scripture hymns for women in Hindi, 8th edition.",,Hindi,,Bombay Press,Lahore,"B. Shiv Das, Book-seller",Lahore,66,[]
1910Q4,158,4,HINDI—POETRY.,Hindi,,Poetry,22,1174,2000,"Balmukand Press, Lahore.",Balmukand Press,Lahore,,Dan Lila,True,The well known story of Sri Krishna and the milk maids of Brindaban.,16,"P. Roda Ram, Gaindar",Lahore,1910-09-04,3 pies,1st,8°,,,,,,Hindi,,Balmukand Press,Lahore,"P. Roda Ram, Gaindar",Lahore,16,[]
1910Q4,158,4,HINDI—POETRY.,Hindi,,Poetry,23,1374,1000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,"Jiwa Nand, P.",Wadi tatha Chhoti Khatt,True,"Verses in praise of the bride and of the utensils and dresses given to the bridegroom, sung on the occasion of marriage by certain sections of the Hiudu community.",16,P. Tirath Ram,Amritsar,1910-09-26,6 pies,1st,8°,litho.,,,Wedding-song (khatt/dowry inventory verse) tradition in print.,,Hindi,,Wazir-i-Hind Press,Amritsar,P. Tirath Ram,Amritsar,16,[]
1910Q4,158,4,HINDI—POETRY.,Hindi,,Poetry,24,1173,2000,"Balmukand Press, Lahore.",Balmukand Press,Lahore,Tulsi Das,Hanuman Chalisa,True,The well known verses of Tulsi Das invoking the God Hanuman of Ramayana fame for help.,16,P. Roda Ram,Lahore,1910-09-03,6 pies,1st,8°,,,,,,Hindi,,Balmukand Press,Lahore,P. Roda Ram,Lahore,16,[]
1910Q4,159,5,PUNJABI—ART.,Punjabi,,Art,1,1386,50,"B. Lahora Singh, Lahore.",B. Lahora Singh,Lahore,"Lahora Singh, B.",Pingura Sri Guru Nanak Dev ji,True,"A photograph of the cradle of Guru Nanak, the founder of the Singh religion.",1,The artist,Lahore,1910-11-20,4 annas,1st,Cabinet size,,,"B. Lahora Singh, Lahore; No. 188, dated the 12th December, 1910.","First ART section in the 1910 catalogs: seven copyright-registered devotional photographs of Guru Nanak janamsakhi scenes (serials 1–7, regs 1386–1392, copyright Nos. 188–194), artist-printed, 50 copies each — sacred images entering the copyright regime.",X; pencil '8' right margin,Punjabi,,B. Lahora Singh,Lahore,The artist,Lahore,1,[]
1910Q4,159,5,PUNJABI—ART.,Punjabi,,Art,2,1387,50,Ditto,B. Lahora Singh,Lahore,"Lahora Singh, B.",Bal Lilha Siri Guru Nanak Dev ji,True,A photograph of Guru Nanak as a child playing with other children.,1,The artist,Lahore,1910-11-20,4 annas,1st,Cabinet size,,,"B. Lahora Singh, Lahore; No. 189, dated the 12th December, 1910.",,X; pencil '9' right margin,Punjabi,,B. Lahora Singh,Lahore,The artist,Lahore,1,[]
1910Q4,159,5,PUNJABI—ART.,Punjabi,,Art,3,1388,50,Ditto,B. Lahora Singh,Lahore,"Lahora Singh, B.",Taswir Guru Nanak Dev ji Maharaj Panda Wali,True,A photograph of Guru Nanak at school.,1,The artist,Lahore,1910-11-20,4 annas,1st,Cabinet size,,,"B. Lahora Singh, Lahore; No. 190, dated the 12th December, 1910.",,X; pencil '10' right margin,Punjabi,,B. Lahora Singh,Lahore,The artist,Lahore,1,[]
1910Q4,159,5,PUNJABI—ART.,Punjabi,,Art,4,1389,50,Ditto,B. Lahora Singh,Lahore,"Lahora Singh, B.",Taswir Guru Nanak Dev ji Maharaj Sarap Wali,True,A photograph showing how a serpent protected Guru Nanak from the heat of the summer sun.,1,The artist,Lahore,1910-11-20,4 annas,1st,Cabinet size,,,"B. Lahora Singh, Lahore; No. 191, dated the 12th December, 1910.",,X; pencil '11' right margin,Punjabi,,B. Lahora Singh,Lahore,The artist,Lahore,1,[]
1910Q4,159,5,PUNJABI—ART.,Punjabi,,Art,5,1390,50,Ditto,B. Lahora Singh,Lahore,"Lahora Singh, B.",Siri Goru Nanak Dev ji Maharaaj Taswir Kayara Sahab Wali,True,A photograph of Guru Nanuk pointing to a field.,1,The artist,Lahore,1910-11-20,4 annas,1st,Cabinet size,,,"B. Lahora Singh, Lahore; No. 192, dated the 12th December, 1910.",,X; pencil '12' right margin,Punjabi,,B. Lahora Singh,Lahore,The artist,Lahore,1,[]
1910Q4,159,5,PUNJABI—ART.,Punjabi,,Art,6,1391,50,Ditto,B. Lahora Singh,Lahore,"Lahora Singh, B.",Taswir Khara Sauda Siri Guru Nanak Dev ji,True,A photograph of Guru Nanak showing how he invested the money given to him by his father for the purposes of trade. The money was spent in feeding fakirs.,1,The artist,Lahore,1910-11-20,4 annas,1st,Cabinet size,,,"B. Lahora Singh, Lahore, No. 193, dated the 12th December, 1910.",Sacha Sauda episode.,X; pencil '13' right margin,Punjabi,,B. Lahora Singh,Lahore,The artist,Lahore,1,[]
1910Q4,159,5,PUNJABI—ART.,Punjabi,,Art,7,1392,50,Ditto,B. Lahora Singh,Lahore,"Lahora Singh, B.",Taswir Tambu Sahib Siri Guru Nanak Dev ji Maharaj,True,A photograph of Guru Nanak in which his father is shown as having discovered him in his place of concealment where he had gone after spending the money given to him in feeding the fakirs.,1,The Artist,Lahore,1910-11-20,4 annas,1st,Cabinet size,,,"B. Lahora Singh, Lahore; No. 194, dated the 12th December, 1910.",,X; pencil '14' right margin,Punjabi,,B. Lahora Singh,Lahore,The Artist,Lahore,1,[]
1910Q4,159,5,HINDI (IN PERSIAN CHARACTERS)—RELIGION.—concluded.,Hindi,Persian,Religion,11,1145,1000,"Arya Steam Press, Lahore.",Arya Steam Press,Lahore,"Brij Lal, P.",Arya Updesh,True,Seventeen discourses on religious and moral subjects.,122,The author who is a teacher in the Khalchián School,,1910-09,"3 annas, 6 pies",1st,16°,,,,,X,Hindi,,Arya Steam Press,Lahore,The author who is a teacher in the Khalchian School,,122,[]
1910Q4,159,5,HINDI (IN PERSIAN CHARACTERS)—RELIGION.—concluded.,Hindi,Persian,Religion,12,1037,1000,Ditto,Arya Steam Press,Lahore,"Shahzada Ram, Lala",Ishwar Puja,True,"A monotheistic discourse on prayer, its methods and importance.",122,Author,Lahore,1910-10,"4 annas, 6 pies",1st,16°,,,,Same Arya author as Mukti ka Satya Gyan (Q3 p46 s74).,X; pencil '7' right margin,Hindi,,Arya Steam Press,Lahore,Author,Lahore,122,"[{""field"": ""reg"", ""issue"": ""printed 1037 but that number was catalogued in Q3 for a different work and Q4 regs run 1165+ — possibly misprint for 1307""}]"
1910Q4,160,6,PUNJABI—FICTION.,Punjabi,,Fiction,25,1341,1100,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,"Deoki Nandan, Lala","Chandr Kanta, Hissa Chautha",True,"Part IV of the publication noticed in entry No. 4, at page 8 of the catalogue for the quarter ending the 31st December, 1909.",132,Translated and published by B. Sundar Singh,Amritsar,1910-09-05,8 annas,1st,16°,,,,"Devaki Nandan Khatri's Hindi bestseller Chandrakanta in Punjabi translation, part IV. [Previous part noticed in entry No. 2 at page 7 of the catalogue for the quarter ending the 31st March, 1910.]",X; pencil '15' right margin,Punjabi,,Wazir-i-Hind Press,Amritsar,Translated and published by B. Sundar Singh,Amritsar,132,[]
1910Q4,160,6,PUNJABI—FICTION.,Punjabi,,Fiction,26,1291,1000,"Bombay Press, Lahore.",Bombay Press,Lahore,,Karman da bir,True,"Translation into Punjabi of a Bengali novel, describing the advantages of leading an active life.",48,The Punjabi Prachar Book Agency,Lahore,1910-10-27,4 annas,1st,16°,,,,Bengali novel into Punjabi via a 'Punjabi Prachar' (Punjabi-promotion) agency — inter-vernacular translation circuit.,,Punjabi,,Bombay Press,Lahore,The Punjabi Prachar Book Agency,Lahore,48,[]
1910Q4,160,6,PUNJABI—FICTION.,Punjabi,,Fiction,27,1357,2000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,,Pushp Pitari,True,A domestic story.,60,The Khalsa Tract Society,Amritsar,1910-09-15,1 anna,1st,16°,,,,"Khalsa Tract Society serialized domestic fiction, parts I–IV at serials 27–30 (regs 1357–1360).",X; pencil '16' right margin,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,60,[]
1910Q4,160,6,PUNJABI—FICTION.,Punjabi,,Fiction,28,1358,2000,Ditto,Wazir-i-Hind Press,Amritsar,,"Pushp Pitari, Part II",True,,59,The Khalsa Tract Society,Amritsar,1910-09-15,9 pies,1st,16°,,,,Title dash-continuation of serial 27.,X; pencil '17' right margin,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,59,[]
1910Q4,160,6,PUNJABI—FICTION.,Punjabi,,Fiction,29,1359,2000,Ditto,Wazir-i-Hind Press,Amritsar,,"Pushp Pitari, Part III",True,,63,The Khalsa Tract Society,Amritsar,1910-09-16,9 pies,1st,16°,,,,Title dash-continuation of serial 28.,X; pencil '18' right margin,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,63,[]
1910Q4,160,6,PUNJABI—FICTION.,Punjabi,,Fiction,30,1360,2000,Ditto,Wazir-i-Hind Press,Amritsar,,"Pushp Pitari, Part IV",True,,48,The Khalsa Tract Society,Amritsar,1910-09-16,9 pies,1st,16°,,,,Title dash-continuation of serial 29.,X; pencil '19' right margin,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,48,[]
1910Q4,160,6,PUNJABI—FICTION.,Punjabi,,Fiction,31,1337,1000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,,Siri Maharani Sanyogata,True,"A historical novel of the time of Prathavi Raj, describing his marriage with Sanyogta, the daughter of Jai Chand of Kannauj, and the final defeat of Prathavi Raj by the Muhammadans.",169,B. Labh Singh and Sons,Amritsar,1910-09-03,8 annas,1st,16°,,,,Prithviraj-Sanyogita historical romance — the 'last Hindu emperor' narrative in Punjabi fiction.,pencil '20' right margin,Punjabi,,Wazir-i-Hind Press,Amritsar,B. Labh Singh and Sons,Amritsar,169,[]
1910Q4,160,6,PUNJABI—FICTION.,Punjabi,,Fiction,32,1338,1000,Ditto,Wazir-i-Hind Press,Amritsar,,Sundran,True,A domestic story.,262,The Sanyasi Ashram,Sargodha,1910-09-03,5 annas,1st,16°,,,,,X; pencil '21' right margin,Punjabi,,Wazir-i-Hind Press,Amritsar,The Sanyasi Ashram,Sargodha,262,[]
1910Q4,160,6,PUNJABI—FICTION.,Punjabi,,Fiction,33,1353,2000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,,Vachitr Supne,True,Wonderful dreams by means of which moral lessons are taught.,44,The Khalsa Tract Society,Amritsar,1910-09-13,9 pies,1st,16°,,,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,44,[]
1910Q4,160,6,PUNJABI (IN PERSIAN CHARACTER)—FICTION.,Punjabi,Persian,Fiction,34,1196,1000,"Hindustan Prsss, Lahore.",Hindustan Steam Press,Lahore,,"Auraton ka Chalitr, Hissa awwal",True,A story book on the wiles of women.,40,"Lala Maghi Ram and Sant Ram, Book-sellers",Amritsar,1910-08,4 annas,1st,8°,litho.,,,Serial numbering continues across script subsections (34 follows Gurmukhi fiction's 33).,,Punjabi,,Hindustan Steam Press,Lahore,"Lala Maghi Ram and Sant Ram, Book-sellers",Amritsar,40,[]
1910Q4,161,7,PUNJABI—LANGUAGE.,Punjabi,,Language,7,1237,5000,"Mufid-i-'Am Press, Lahore.",Mufid-i-'Am Press,Lahore,"Jot Singh, B.",Wadda Bal Updesh 55 Nasihatan te paharian samet,True,An illustrated Punjabi Primer with 55 religious verses and multiplication tables.,34,"B. Sadhu Singh, Sewa Singh, Book-sellers",Dera Ismail Khan,1910-08-01,9 pies,6th,16°,,Y,,"Section headed '(Designed for educational purposes.)'. 6th edition, 5,000 copies.",,Punjabi,,Mufid-i-Am Press,Lahore,"B. Sadhu Singh, Sewa Singh, Book-sellers",Dera Ismail Khan,34,[]
1910Q4,161,7,PUNJABI—MEDICINE.,Punjabi,,Medicine,12,1364,5000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,,Istri Rog Darpan,True,A small treatise on the diseases of women.,36,The Sanyasi Ashram,Sargodha,1910-09-20,Free,1st,16°,,,,"5,000 free copies on women's diseases from the Sargodha Sanyasi Ashram.",,Punjabi,,Wazir-i-Hind Press,Amritsar,The Sanyasi Ashram,Sargodha,36,[]
1910Q4,161,7,PUNJABI—MEDICINE.,Punjabi,,Medicine,13,1136,500,"Bombay Press, Lahore.",Bombay Press,Lahore,,Jebi Dukh Nashan,True,A collection of prescriptions for diseases prevalent in India.,"42, 16",The Khalsa Agency,Amritsar,1910-09-06,4 annas,1st,16°,,,,'Pocket pain-killer' formulary.,,Punjabi,,Bombay Press,Lahore,The Khalsa Agency,Amritsar,58,[]
1910Q4,161,7,PUNJABI—MEDICINE.,Punjabi,,Medicine,14,1166,2000,"Balmokand Press, Lahore.",Balmukand Press,Lahore,"Sham Das, P.",Dhatu Rupawali Arahat Vaidya Pranawali,True,A booklet on calcined metals.,54,P. Roda Ram,Lahore,1910-08-31,1 anna,1st,8°,,,,Ayurvedic bhasma (calcined metal) pharmacology.,,Punjabi,,Balmukand Press,Lahore,P. Roda Ram,Lahore,54,[]
1910Q4,161,7,PUNJABI (IN THE PERSIAN CHARACTER)—MEDICINE.,Punjabi,Persian,Medicine,15,1193,3000,"Hindustan Steam Press, Lahore.",Hindustan Steam Press,Lahore,,Dar-ush-Shifa,True,A book on Unani medicine in verse giving a brief account of some diseases and their treatment.,152,"M. Muhammad Muazzam, Book-seller",Lahore,1910-08,4 annas,1st,8°,litho.,,,Unani materia medica in Punjabi verse.,X; pencil '22' right margin,Punjabi,,Hindustan Steam Press,Lahore,"M. Muhammad Muazzam, Book-seller",Lahore,152,[]
1910Q4,161,7,PUNJABI—MISCELLANEOUS.,Punjabi,,Miscellaneous,42,1373,1000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,,Bhuller Jatt athva Punjabi Mele,True,An account of the evil custom prevailing in the Sikh community of drinking on the occasion of the Hola festival.,66,"Sardar Bal Singh, Subedar-Major, President, Khalsa Diwan, Malaya",,1910-09-26,6 annas,1st,8°,,,,Published by the president of the Khalsa Diwan Malaya (a serving Subedar-Major) — Sikh diaspora temperance reform flowing back to Punjab.,X; pencil '23' right margin,Punjabi,,Wazir-i-Hind Press,Amritsar,"Sardar Bal Singh, Subedar-Major, President, Khalsa Diwan, Malaya",,66,[]
1910Q4,161,7,PUNJABI—MISCELLANEOUS.,Punjabi,,Miscellaneous,43,1361,2000,Ditto,Wazir-i-Hind Press,Amritsar,,Engine rachan hara da hal te uston sikhiya,True,A short biography of George Stephenson.,44,The Khalsa Tract Society,Amritsar,1910-09-17,6 pies,1st,16°,,,,'The engine-maker's story and lessons from it' — George Stephenson as Sikh self-help exemplar; industrial biography vernacularized.,X,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,44,[]
1910Q4,161,7,PUNJABI—MISCELLANEOUS.,Punjabi,,Miscellaneous,44,1362,2000,Ditto,Wazir-i-Hind Press,Amritsar,,"Engine rachan hara da hal te uston sikhiya, Part II",True,,31,The Khalsa Tract Society,Amritsar,1910-09-17,6 pies,1st,16°,,,,Title dash-continuation of serial 43.,,Punjabi,,Wazir-i-Hind Press,Amritsar,Khalsa Tract Society,Amritsar,31,[]
1910Q4,161,7,PUNJABI—MISCELLANEOUS.,Punjabi,,Miscellaneous,45,1284,20000,"Bombay Press, Lahore.",Bombay Press,Lahore,,"Hand-bill No. 30, Hai Kal",True,A Sikh hand-bill deploring the condition of worldly men.,4,The Sikh Hand-bill Committee,Lahore,1910-10-08,Free,1st,8°,,,,"Sikh Hand-bill Committee series continues from Q3 (Nos. 25, 27 seen earlier); 20,000 copies again.",,Punjabi,,Bombay Press,Lahore,The Sikh Hand-bill Committee,Lahore,4,[]
1910Q4,162,8,PUNJABI—MISCELLANEOUS—concluded.,Punjabi,,Miscellaneous,46,1142,20000,"Bombay Press, Lahore.",Bombay Press,Lahore,,"Hand-bill No. 28, Wah! Bhaiji! Wah!",True,A diaiogue between two Sikhs—one quite ignorant and the other well versed in religious matters—showing that a nation can rise by paying due regard to its religion and by promoting a desire for social helpfulness.,4,The Sikh Hand-bill Committee,Lahore,1910-08-28,Free,1st,8°,,,,"20,000 copies; 'nation' language in a religious handbill.",X; pencil '24' right margin,Punjabi,,Bombay Press,Lahore,The Sikh Hand-bill Committee,Lahore,4,[]
