quarter,pdf_page,printed_page,section,lang,char,topic,serial,reg,copies,printer_verbatim,printer,pcity,author,title,title_native,gloss,pp_verbatim,publisher,pubcity,date,price,edition,format,method,educ,copyright,notes,marks,norm_lang,periodical,norm_printer,norm_pcity,norm_publisher,norm_pubcity,pp_sum,flags_json
1912Q1,405,3,ENGLISH—LANGUAGE.,English,,Language,2,103,1500,"Commercial Printing Works, Lahore",Commercial Printing Works,Lahore,"Abdul Qadir, B.A. (Honours), Saiyid.","Explanatory and critical notes on a Book of Golden Deeds, part I, with summaries. Revised by Shaikh Muhammad Abdul Ghani, M. A.",False,,112,Author,Lahore,1911-12-01,14 annas,1st,16°,,Y,,,,English,,Commercial Printing Works,Lahore,Author,Lahore,112,[]
1912Q1,405,3,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,2,108,5000,"Jiwan Press, Lahore.",Jiwan Press,Lahore,,General Information regarding the Dev Samaj.,False,,4,"The Secretary, Dev Samaj",Lahore,1911-11-27,,2nd,8°,,,,,,English,,Jiwan Press,Lahore,"The Secretary, Dev Samaj",Lahore,4,[]
1912Q1,405,3,ENGLISH—LANGUAGE.,English,,Language,3,253,500,"Frontier Exchange Press, Rawalpindi.",Frontier Exchange Press,Rawalpindi,"Harnam Singh, S., M. A.","Notes (part I) on "" The Golden Deeds.""",False,,35,The Loyal Khalsa Agency,Ráwalpindi,1912-02-27,4 annas,1st,8°,,Y,"The Loyal Khalsa Agency, Ráwalpindi city. No. 50, dated the 7th March 1912.",,,English,,Frontier Exchange Press,Rawalpindi,The Loyal Khalsa Agency,Rawalpindi,35,[]
1912Q1,405,3,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,3,109,200,Ditto,Jiwan Press,Lahore,,An appeal to our countrymen—one sheet.,False,,,"The Secretary, Dev Samaj",Lahore,1911-11-30,,1st,4°,,,,,X,English,,Jiwan Press,Lahore,"The Secretary, Dev Samaj",Lahore,,[]
1912Q1,405,3,ENGLISH—LANGUAGE.,English,,Language,4,176,2000,"Mercantile Press, Lahore.",Mercantile Press,Lahore,"Waugh, George, Reverend, M. A., B. D.","Notes on the Laureate Poetry, Book III.",False,,115,The Students' Own Agency,Lahore,1912-01,8 annas,1st,16°,,Y,,,,English,,Mercantile Press,Lahore,The Students' Own Agency,Lahore,115,[]
1912Q1,405,3,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,4,114,100,"Commercial Press, Peshawar.",Commercial Press,Peshawar,,"Peshawar Directory, Volume I, No. 1.",False,,56,D. C. Anand and Sons,Peshawar,1911-11-10,8 annas,1st,8°,,,"D. C. Anand and Sons, Government Printers ; Proprietors, Commercial Press, Peshawar Cantonment; No. 23, dated the 20th January, 1912.",,,English,,Commercial Press,Peshawar,D. C. Anand and Sons,Peshawar,56,"[{""field"": ""serial"", ""issue"": ""serial number not clearly printed, inferred as 4""}]"
1912Q1,405,3,ENGLISH—MISCELLANEOUS.,English,,Miscellaneous,5,124,1000,"Egerton Press, Rawalpindi.",Egerton Press,Rawalpindi,,Regimental Transport Manual.,False,,32,J. R. Thapur and Sons,Rawalpindi,1912-01,2 annas,1st,16°,,,,,,English,,Egerton Press,Rawalpindi,J. R. Thapur and Sons,Rawalpindi,32,"[{""field"": ""serial"", ""issue"": ""serial number faint, read as 5""}]"
1912Q1,406,4,ENGLISH—POETRY.,English,,Poetry,1,265,500,"Model Press, Lahore.",Model Press,Lahore,,"Translation of a welcome and congratulatory address in the form of Punjabi Poetry, especially composed by Bhai Amar Singh, Manager, Model Press, for the most auspicious coronation of their Most Imperial Majesties, the King-Emperor, George V, and the Queen-Empress Mary",False,,8,Published by the compiler,Lahore,1911-12,"Price, 6 pies.",1st,8°,,,,,,English,,Model Press,Lahore,Published by the compiler,Lahore,8,[]
1912Q1,406,4,ENGLISH—PHILOSOPHY.,English,,Philosophy,1,51,"1,000","Imperial Medical Hall Press, Delhi.",Imperial Medical Hall Press,Delhi,,In woods of God Realization,False,"[The complete works of Swami Rama Tirtha, M. A., Volume II, containing parts IV and V.]","20, 484","Lala Amir Chand, Delhi",Delhi,1911-04-20,"Price, 2 Rs.",1st,8°,,,"Lala Amir Chand, Delhi; No. dated the January, 1912.",,X with previous parts,English,,Imperial Medical Hall Press,Delhi,"Lala Amir Chand, Delhi",Delhi,504,"[{""field"": ""copyright"", ""issue"": ""right margin cropped/faint""}, {""field"": ""marks"", ""issue"": ""handwritten note in left margin""}]"
1912Q1,406,4,ENGLISH—RELIGION.,English,,Religion,1,16,"5,000","Wazir-i-Hind, Press, Amritsar.",Wazir-i-Hind Press,Amritsar,,The Watch-Cry of Sri Guru Nanak Dev,False,"The Chief Khalsa Diwan, Amritsar.","3, 9, 2",,,1911-11-16,Free.,1st,16°,,,,,X,English,,Wazir-i-Hind Press,Amritsar,,,14,[]
1912Q1,406,4,ENGLISH—SCIENCE (MATHEMATICAL).,English,,Science (Mathematical),1,175,"2,000","Mercantile Press, Lahore.",Mercantile Press,Lahore,"Bal Mokand, B. A., Lala","Aids to Geometry, or a companion to G. N. Chatterjee's Demonstrative Geometry",False,,153 (excluding 24 pages of diagrams),"Published by the author, Headmaster, State High School, Mirpur (Kashmir State)",Mirpur,1912-01,"Price, 10 annas.",1st,16°,,Y,,,,English,,Mercantile Press,Lahore,"Published by the author, Headmaster, State High School, Mirpur (Kashmir State)",Mirpur,,[]
1912Q1,406,4,ENGLISH—SCIENCE (MATHEMATICAL).,English,,Science (Mathematical),2,243,"1,000","The Star Press, Amritsar.",The Star Press,Amritsar,"Dharm Bir, Lala",A key to Kirkman and Field's Arithmetic,False,,"2, 142","Published by the author, Teacher, A.-S. School, Sham Churasi",Sham Churasi,1912-01-08,"Price, 12 annas.",1st,8°,,Y,"Lala Dharm Bir, Teacher, A.-S. School, Sham Churasi; Hoshiarpur; No. 48, dated the 9th February, 1912.",,,English,,The Star Press,Amritsar,"Published by the author, Teacher, A.-S. School, Sham Churasi",Sham Churasi,144,"[{""field"": ""copyright"", ""issue"": ""right margin cropped/faint""}]"
1912Q1,406,4,ENGLISH—MISCELLANEOUS—CONCLUDED.,English,,Miscellaneous,6,183,100,"Albert Press, Lahore.",Albert Press,Lahore,,Self-Test Traffic Examination Papers,False,Arranged by C. F. Doran.,44,Published by the compiler,Lahore,1912-01-20,"Price, Re. 1, 2 annas.",1st,8°,,,,,X,English,,Albert Press,Lahore,Published by the compiler,Lahore,44,[]
1912Q1,406,4,ENGLISH—MISCELLANEOUS—CONCLUDED.,English,,Miscellaneous,7,184,500,"Addison Press, Lahore.",Addison Press,Lahore,,The English Translation of Chanakya Nita Darpana and Bhartri Shatak by Sohan Lal,False,[The English version of the Sanskrit poem entitled Chanakya Nita Darpana and the 1st and 3rd parts only of the Sanskrit text of Bhartri Shatak containing pieces of advice.],69,Published by the translator,Lahore,1911-10-25,"Price, 1 Re.",1st,8°,,,"Lala Sohan Lal, retired Pleader, Lahore; No. 40, dated the 6th February, 1912.",,,English,,Addison Press,Lahore,Published by the translator,Lahore,69,"[{""field"": ""copyright"", ""issue"": ""right margin cropped/faint""}]"
1912Q1,406,4,ENGLISH—MISCELLANEOUS—CONCLUDED.,English,,Miscellaneous,8,182,100,"Albert Press, Lahore.",Albert Press,Lahore,,"University of Allahabad B. A. Examination papers in Political Economy, 1900-1909",False,"Revd. E. D. Lucas, Naulakha, Lahore.",20,,,1912-01-09,,1st,8°,,Y,,,X,English,,Albert Press,Lahore,,,20,[]
1912Q1,407,5,ENGLISH—SCIENCE (NATURAL AND OTHER).,English,,Science (Natural and Other),1,352,"1,000","Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,,"Notes on Chemistry by Lala Barkat Ram, Khosla, B.A., B.T.",False,,98,Lala Devi Das and Sons,Amritsar,1912-01-01,"Price, 8 annas.",1st,16°,,Y,,,,English,,Wazir-i-Hind Press,Amritsar,Lala Devi Das and Sons,Amritsar,98,[]
1912Q1,407,5,HINDI—DRAMA.,Hindi,,Drama,1,378,500,"Maqbul-i-'Am Press, Rewari.",Maqbul-i-'Am Press,Rewari,Ali Bakhsh.,[Sangit Padmawat. Love songs used in the Drama called Padmawat.],True,Sangit Padmawat. Love songs used in the Drama called Padmawat.,78,Hakim Sayad Maqbul Husain,"Rewari, Gurgaon district",1912-02-18,"Price, 1 Re.",1st Hindi,8°,litho.,,,,,Hindi,,Maqbul-i-'Am Press,Rewari,Hakim Sayad Maqbul Husain,"Rewari, Gurgaon district",78,[]
1912Q1,407,5,HINDI—LANGUAGE.,Hindi,,Language,1,287,"1,000","Bombay Machine Press, Lahore.",Bombay Machine Press,Lahore,,[Grih Katha. Our obligations to our parents and others in the family circle.],True,Grih Katha. Our obligations to our parents and others in the family circle.,54,Shradhey Prakash Dev Brahm Dharm Pracharak,Lahore,1912-01-22,"Price, 3 annas.",1st,16°,,Y,,Brahm Sambat 82.,,Hindi,,Bombay Machine Press,Lahore,Shradhey Prakash Dev Brahm Dharm Pracharak,Lahore,54,[]
1912Q1,407,5,HINDI—MEDICINE.,Hindi,,Medicine,1,297,500,"Balmokand Press, Lahore.",Balmokand Press,Lahore,"Chuni Lal, Pandit.","[Chikitsa Bhandar, Pratham Khand. A book on medicine according to the Ayurvedic, Yunani and English systems, part 1.]",True,"Chikitsa Bhandar, Pratham Khand. A book on medicine according to the Ayurvedic, Yunani and English systems, part 1.",270,Author,Lahore,1912-02-02,"Price, 1 rupee 4 annas.",1st,8°,,,,,,Hindi,,Balmokand Press,Lahore,Author,Lahore,270,[]
1912Q1,407,5,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,1,169,"1,000","Punjab Economical Press, Lahore.",Punjab Economical Press,Lahore,,"[Infantry Training, Parts 4—5 aur appendix 1—2. A Hindi translation of Infantry Training by Bishwamber Dayal and Sukh Raj Singh.]",True,"Infantry Training, Parts 4—5 aur appendix 1—2. A Hindi translation of Infantry Training by Bishwamber Dayal, Clerk, and Sukh Raj Singh, Schoolmaster.",108,"translators, Nowshera",Nowshera,1911-12-11,"Price, 10 annas.",1st,8°,,,,,,Hindi,,Punjab Economical Press,Lahore,"translators, Nowshera",Nowshera,108,[]
1912Q1,407,5,HINDI—LANGUAGE.,Hindi,,Language,2,173,"1,000","Punjab Economical Press, Lahore.",Punjab Economical Press,Lahore,"Hemant Kumari, Shrimati Chaudhari.","[Adarsh Mata Pratham Bhag. The duties of a mother towards herself and her children, 1st. part.]",True,"Adarsh Mata Pratham Bhag. The duties of a mother towards herself and her children, 1st, part.",187,Author,Patiála,1912-01-10,"Price, 8 annas.",1st,16°,,Y,,,,Hindi,,Punjab Economical Press,Lahore,Author,Patiala,187,[]
1912Q1,407,5,ENGLISH—SCIENCE—(MATHEMATICAL)—CONCLUDED.,English,,Science (Mathematical),3,115,300,"Sappers and Miners Press, Rawalpindi.",Sappers and Miners Press,Rawalpindi,"Roop Chand, Sachdev.",[New type of curve tables.],False,New type of curve tables.,220,Author,Rawalpindi,1911-11,"Price, 2 Rs. 8 annas.",1st,"4"" X 6½""",,,"Lala Roop Chand Sachdev, of Lahore, now Sub-Store-Keeper S. H. Railway, Sarai Kala, district Ráwalpindi; No. 24, dated the 20th January, 1912.",,,English,,Sappers and Miners Press,Rawalpindi,Author,Rawalpindi,220,[]
1912Q1,408,6,HINDI—POETRY.,Hindi,,Poetry,1,257,"1,000","Model Press, Lahore.",Model Press,Lahore,"Amin Chand, Sharma",[Kalyan Kalpadrum. Songs on moral subjects],True,Songs on moral subjects,16,"The Manager, Kalyan Pustkalaya",Lahore,1912-01 (Sambat 1968 Vikrami),"Price, 6 pies",1st,16°,,,,,,Hindi,,Model Press,Lahore,"The Manager, Kalyan Pustkalaya",Lahore,16,[]
1912Q1,408,6,HINDI—MISCELLANEOUS—CONCLUDED.,Hindi,,Miscellaneous,2,153,500,"Bombay Machine Press, Lahore.",Bombay Machine Press,Lahore,,"[Manual Physical Training. A Hindi translation of the above book by Siri Rang, Schoolmaster, 1st Battalion, 1st (King George's Own) Gurkha Rifles]",True,"Manual Physical Training. A Hindi translation of the above book by Siri Rang, Schoolmaster, 1st Battalion, 1st (King George's Own) Gurkha Rifles",112,translator,Dharmsala cantonment,1911-12-27,"Price, 4 annas",1st,16°,,,,,,Hindi,,Bombay Machine Press,Lahore,translator,Dharmsala Cantonment,112,[]
1912Q1,408,6,HINDI—POETRY.,Hindi,,Poetry,2,306,"2,000","Virjanand Press, Lahore.",Virjanand Press,Lahore,"Durga Devi, Shrimati",[Bhajan Istri Sudhar. Songs dealing with the reformation of Hindu women.],True,Songs dealing with the reformation of Hindu women.,"98, 4",Arya Istri Samaj,Rawalpindi city,1911 (Sambat 1968 Vikrami),"Price, 2 annas",2nd,16°,,,,"[Previous edition noticed in entry No. 9 at page 5 of the Catalogue for the quarter ending the 30th September, 1911.]",,Hindi,,Virjanand Press,Lahore,Arya Istri Samaj,Rawalpindi,102,"[{""field"": ""copies"", ""issue"": ""'2,000' partly obscured, reads 2,00?""}]"
1912Q1,408,6,HINDI—MISCELLANEOUS—CONCLUDED.,Hindi,,Miscellaneous,3,318,"2,000","""Civil and Military News,"" Press, Ludhiána.","""Civil and Military News,"" Press",Ludhiána,,"[Paidal Paltanon ki Qawaid ki nai Kitab, Panch Part. Infantry Training, Parts 5.]",True,"Infantry Training, Parts 5.",243,Khwaja Ghulam Mohyi-ud din and Sons,Ludhiána,1912-01-31,"Price, 14 annas",1st,16°,,,,,,Hindi,,"""Civil and Military News,"" Press",Ludhiana,Khwaja Ghulam Mohyi-ud din and Sons,Ludhiana,243,[]
1912Q1,408,6,HINDI—POETRY.,Hindi,,Poetry,3,286,"1,000","Bombay Machine Press, Lahore.",Bombay Machine Press,Lahore,"Gurdit Singh, B.",[Qissa Naukar di Nar.],True,"Subject noticed in entry No. 109 at page 14 of the Catalogue for the quarter ending the 30th June, 1911.",15,"B. Thakur Singh, Jagat Singh",Amritsar,1912-01-21 (Sambat 1968 Vikrami),"Price, 1 anna",1st,8°,,,,,,Hindi,,Bombay Machine Press,Lahore,"B. Thakur Singh, Jagat Singh",Amritsar,15,[]
1912Q1,408,6,HINDI—MISCELLANEOUS—CONCLUDED.,Hindi,,Miscellaneous,4,49,"1,000","Imperial Book Depôt Press, Delhi.",Imperial Book Depôt Press,Delhi,"Sundar Lal, Lala",[Dan Parikshya. On misplaced charity.],True,On misplaced charity.,16,author,Delhi,1911-05-15,Free,1st,8°,litho.,,,,,Hindi,,Imperial Book Depot Press,Delhi,author,Delhi,16,[]
1912Q1,408,6,HINDI—POETRY.,Hindi,,Poetry,4,296,"2,000","Balmokand Press, Lahore.",Balmokand Press,Lahore,"Mathura Das, Mahta","[Amar Viyog. An elegy on the death of Sir Amar Singh, K.C.S I.]",True,"An elegy on the death of Sir Amar Singh, K.C.S I.",18,"Sh. Rahim Bakhsh Firoz Din, book-sellers",Lahore,1912-01-28,"Price, 1 anna",2nd,8°,,,,,,Hindi,,Balmokand Press,Lahore,"Sh. Rahim Bakhsh Firoz Din, book-sellers",Lahore,18,[]
1912Q1,408,6,HINDI—POETRY.,Hindi,,Poetry,5,244,"1,000","National Press, Amritsar",National Press,Amritsar,"Shambhu Dayal, Lala",[Shambhu Bhajan Mala Pratham Bhag. Or a collection of devotional songs Part I.] and [Prashnottar Mani Ratn Mala. A dialogue between a teacher and his pupil on religious duties.],True,Or a collection of devotional songs Part I. and A dialogue between a teacher and his pupil on religious duties. Pp. 23. Both under one title page.,23,author,Amritsar,1911-12-03 (Sambat 1968 Vikrami),"Price, 3 annas and 3 pies",1st,16°,,,,"Second title printed on separate row with printer 'Ditto.' reg 244, copies 1,000; both parts under one title page.",,Hindi,,National Press,Amritsar,author,Amritsar,23,[]
1912Q1,409,7,HINDI—RELIGION.,Hindi,,Religion,1,105,"1,000","Jiwan Press, Lahore.",Jiwan Press,Lahore,,Dev Samaj Sansthapak Shri Dev Guru Bhagwan ki Shiksha aur unka Kam,True,"The mission and teachings of Dev Guru Bhagwan, the founder of Dev Samaj.",4,Dev Ratan Shriman,Lahore,1911-11-30,Free.,1st,8°,,,,,,Hindi,,Jiwan Press,Lahore,Dev Ratan Shriman,Lahore,4,[]
1912Q1,409,7,HINDI (IN LANDE MAHAJANI CHARACTERS) SCIENCE MATHEMATICAL.,Hindi,Lande Mahajani characters,Science Mathematical,1,363,"6,000","Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,,Sarafi di Pahli Pothi,True,"Multiplication tables, etc.",31,"Bhai Attar Singh and Sons, Booksellers",Amritsar,1912-01-24,"Price, 6 pies.",,16°,R.,Y,,,,Hindi,,Wazir-i-Hind Press,Amritsar,"Bhai Attar Singh and Sons, Booksellers",Amritsar,31,[]
1912Q1,409,7,MULTANI—POETRY.,Multani,,Poetry,1,158,500,"Khadim-ut-Talim Steam Press, Lahore.",Khadim-ut-Talim Steam Press,Lahore,"Ghulam Mustafa, Maulvi, Nazim",Majmua-i-Gulzar-i-Manaqib bamai Silsila Sharif wa Kafian,True,Verses in praise of various Imams and a pedigree of Sayad Sarwar Shah of Pir Kot Shahana (district Jhang).,40,"M. Muhammad Khair-ud-din Muhammad Bashir-ud-din, book-sellers",Multán city,1911,"Price, 4 annas.",1st,8°,litho.,,,,,Multani,,Khadim-ut-Talim Steam Press,Lahore,"M. Muhammad Khair-ud-din Muhammad Bashir-ud-din, book-sellers",Multan,40,[]
1912Q1,409,7,HINDI—RELIGION.,Hindi,,Religion,2,106,"2,000",Ditto.,Jiwan Press,Lahore,,"Dev Samaj Sambandhi yagyon aur Braton ki Talika, Sambat 1968-69, Vikrmi ke Live",True,A list of Dev Samaj festivals for 1968-69 Vikrami.,One sheet,"Dev Ratan, Shriman",Lahore,1911-11-30,"Price, 6 pies.",1st,4°,,,,,,Hindi,,Jiwan Press,Lahore,"Dev Ratan, Shriman",Lahore,,[]
1912Q1,409,7,HINDI—RELIGION.,Hindi,,Religion,3,107,"2,500",Ditto.,Jiwan Press,Lahore,,Dev Samaj ke Sambandh men janne ke Yogya Baten,True,Some general information regarding the Dev Samaj.,4,"Dev Ratan, Shriman",Lahore,1911-11-30,Free.,2nd,4°,,,,"[Previous edition noticed in entry No. 2 at page 4 of the Catalogue for the quarter ending the 31st March, 1911.]",,Hindi,,Jiwan Press,Lahore,"Dev Ratan, Shriman",Lahore,4,[]
1912Q1,409,7,HINDI (IN THE PERSIAN CHARACTER)—POETRY.,Hindi,Persian character,Poetry,6,50,"1,000","Imperial Book Depot Press, Delhi.",Imperial Book Depot Press,Delhi,,Gau Pukar Chalisi,True,On the protection of cows. Transliterated from Hindi into the Persian character by Lala Sundar Lal.,8,Lala Sundar Lal Vaish,Delhi,1911-05-12,,1st,8°,litho.,,,,,Hindi,,Imperial Book Depot Press,Delhi,Lala Sundar Lal Vaish,Delhi,8,[]
1912Q1,409,7,HINDI (IN THE PERSIAN CHARACTER)—POETRY.,Hindi,Persian character,Poetry,7,328,550,"Anand Parkash Press, Amritsar.",Anand Parkash Press,Amritsar,"Karm Chand, Lala",Qissa-i-Lau Kush,True,"Verses on Lau and Kush, the two sons of Raja Ram Chandra.",40,Lala Ram Nath and Sons,Amritsar,1912-01-21,"Price, 2 annas.",1st,8°,litho.,,,,,Hindi,,Anand Parkash Press,Amritsar,Lala Ram Nath and Sons,Amritsar,40,[]
1912Q1,410,8,PASHTU—RELIGION.,Pashtu,,Religion,1,266,500,Rafah-i-'Am Steam Press Lahore.,Rafah-i-'Am Steam Press,Lahore,"Muhammad Yusuf, Ahmadi, Qazi",Risa'a-i-Al-Islam.,True,On the truth of Islam and in support of the claims of Mirza Ghulam Ahmad of Qádián.,80,Anjuman-i-Ahmadia,Pesháwar,1911-12,,1st,8°,litho.,,,,X,Pushto,,Rafah-i-Am Steam Press,Lahore,Anjuman-i-Ahmadia,Peshawar,80,[]
1912Q1,410,8,PERSIAN—POETRY.,Persian,,Poetry,1,267,1000,Ditto.,Rafah-i-'Am Steam Press,Lahore,Hamid,Shamim.,True,Verses in praise of Muhammad.,76,"The Secretary, Anjuman-i-Himayat-i-Islam",Lahore,1911-12,3 annas,1st,8°,litho.,,,,X,Persian,,Rafah-i-Am Steam Press,Lahore,"The Secretary, Anjuman-i-Himayat-i-Islam",Lahore,76,[]
1912Q1,410,8,PERSIAN—RELIGION.,Persian,,Religion,1,274,500,"Rafah-i-'Am Steam Press, Lahore.",Rafah-i-'Am Steam Press,Lahore,"Nazar Ali Khan, Mirza, Maulvi, Ahmadi",Albushra Lishshiati wa Ahlil aza.,True,A pamphlet endeavouring to prove the illegality of mourning over the martyred Imams as done by the Shiahs.,98,Anjuman-i-Ahmadia,Peshawar,1912-01,,1st,8°,litho.,,,,X,Persian,,Rafah-i-Am Steam Press,Lahore,Anjuman-i-Ahmadia,Peshawar,98,[]
1912Q1,410,8,PUNJABI—ART.,Punjabi,,Art,1,366,1000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,"Sain Ditta, Lala",Harmonium Sikhkhan di machine.,True,A Guide to the Harmonium.,32,"Lala Vaishno Das, Rup Lal, Booksellers",Amritsar,1912-01-31,8 annas,1st,8°,,,,,X,Punjabi,,Wazir-i-Hind Press,Amritsar,"Lala Vaishno Das, Rup Lal, Booksellers",Amritsar,32,[]
