quarter,pdf_page,printed_page,section,lang,char,topic,serial,reg,copies,printer_verbatim,printer,pcity,author,title,title_native,gloss,pp_verbatim,publisher,pubcity,date,price,edition,format,method,educ,copyright,notes,marks,norm_lang,periodical,norm_printer,norm_pcity,norm_publisher,norm_pubcity,pp_sum,flags_json
1911Q1,197,4,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,3,29,500,"""The Civil and Military Organ"" Press, Ludhiána.","""The Civil and Military Organ"" Press",Ludhiána,,Ganeshi Lal Arya Kanya Pathshala ki Barshik Report,True,"or the report of the Arya Girls' School, Ludhiána, for the year 1909-10.]",28,Secretary of the institution,,1910-09-25,Free.,1st,8°,,,,,,Hindi,,"""The Civil and Military Organ"" Press",Ludhiana,Secretary of the institution,,28,[]
1911Q1,197,4,HINDI—MISCELLANEOUS.,Hindi,,Miscellaneous,4,224,1000,"Bombay Press, Lahore.",Bombay Press,Lahore,"Gobind Ram, Pandit.",Go Mahima Prakash,True,in which the Author gives quotations from Sanskrit authoritative books to shew that the cow was always revered in India.],77,Author,,1910-12-18,"Price, 4 annas.",1st,8°,,,,,X,Hindi,,Bombay Press,Lahore,Author,,77,[]
1911Q1,198,5,HINDI—MISCELLANEOUS—CONCLUDED.,Hindi,,Miscellaneous,,65,1000,"Imperial Book Depôt Press, Delhi.",Imperial Book Depôt Press,Delhi,,Shak Bhaji,True,"or a Hindi translation of Sabzi Tarkari, a book on vegetables by Lala Devi Dayal, noticed in entry No. 159 at page 29 of the Catalogue for the quarter ending 30th September 1907.",287,The Imperial Book Depôt,Delhi,1910-11-18,"Re. 1, 2 annas",1st,16°,,,"Imperial Book Depôt, Delhi; No. 6, dated 18th January 1911.",,,Hindi,,Imperial Book Depot Press,Delhi,The Imperial Book Depot,Delhi,287,"[{""field"": ""serial"", ""issue"": ""serial number illegible in margin""}]"
1911Q1,198,5,HINDI—MISCELLANEOUS—CONCLUDED.,Hindi,,Miscellaneous,,292,1000,"Bombay Press, Lahore.",Bombay Press,Lahore,"Shradhe Prakash Dev, B.",Stri Charitar,True,"or a moral book meant for women containing, discourses on moral subjects, illustrated by stories of good women.","244, 2",Author,Lahore,1911-01-26,12 annas,1st,16°,,,,,,Hindi,,Bombay Press,Lahore,Author,Lahore,246,"[{""field"": ""serial"", ""issue"": ""serial number illegible in margin""}]"
1911Q1,198,5,HINDI—MISCELLANEOUS—CONCLUDED.,Hindi,,Miscellaneous,,79,500,"Jiwan Press, Lahore.",Jiwan Press,Lahore,,Shri Devguru Bhagwan ki Ayu ka Sathwan Varsh,True,"or an account of the sayings and doings of Pandit S. N. Agnihotri, the founder of the Deva Samaj, Lahore.",17,Amar Singh,Lahore,1910-12-15,Free,1st,8°,,,,,,Hindi,,Jiwan Press,Lahore,Amar Singh,Lahore,17,"[{""field"": ""serial"", ""issue"": ""serial number illegible in margin""}]"
1911Q1,198,5,HINDI—POETRY.,Hindi,,Poetry,1,238,500,"Punjab Printing Works, Lahore.",Punjab Printing Works,Lahore,"Amin Chand, Sharma.",Kalyan Shatak,True,or one hundred Hindi couplets (Dohas) on moral subjects.,13,Dev Samaj,Lahore,1910-12,1 anna,1st,16°,,,,,Rejected 28 JUN 1917 stamp,Hindi,,Punjab Printing Works,Lahore,Dev Samaj,Lahore,13,"[{""field"": ""title"", ""issue"": ""obscured by stamp""}, {""field"": ""gloss"", ""issue"": ""obscured by stamp""}]"
1911Q1,198,5,HINDI—POETRY.,Hindi,,Poetry,2,77,500,Ditto,Punjab Printing Works,Lahore,"Amin Chand, Sharma.",Naitik Sangit,True,or moral songs for children.,32,Amar Singh,Lahore,1910-12-18,1 anna,1st,32°,,,,,,Hindi,,Punjab Printing Works,Lahore,Amar Singh,Lahore,32,[]
1911Q1,198,5,HINDI—POETRY.,Hindi,,Poetry,3,237,500,Ditto,Punjab Printing Works,Lahore,"Amin Chand, Sharma.",Shubh Path Pradarshak,True,or a collection of poems on moral and religious subjects.,72,Dev Samaj,Lahore,1910-12,3 annas,1st,16°,,,,,Rejected / Destroyed 28 JUN 1917 stamps,Hindi,,Punjab Printing Works,Lahore,Dev Samaj,Lahore,72,"[{""field"": ""gloss"", ""issue"": ""obscured by stamp""}, {""field"": ""date"", ""issue"": ""day obscured by stamp""}, {""field"": ""edition"", ""issue"": ""edition ordinal obscured by stamp""}]"
1911Q1,198,5,HINDI—POETRY.,Hindi,,Poetry,4,221,200,"Bombay Press, Lahore.",Bombay Press,Lahore,"Baldev Singh, Tikka Guler.",Sahaura Mahatimya Prakash,True,"or poems in the praise of a Sadhu who lived in Sahaura, a village in the Gurdáspur district, with some devotional verses.",29,Author,,1910-12-01,Free,1st,8°,,,,,,Hindi,,Bombay Press,Lahore,Author,,29,"[{""field"": ""serial"", ""issue"": ""serial number faint in margin""}]"
1911Q1,198,5,HINDI—MISCELLANEOUS—CONCLUDED.,Hindi,,Miscellaneous,8,201,500,"Punjab Economical Press, Lahore.",Punjab Economical Press,Lahore,"Bhanu Datta, Pandit.",Patrmala,True,or a Hindi letter-writer.,62,Author,Lahore,1911-12-31,2 annas,2nd,16°,,Y,,,,Hindi,,Punjab Economical Press,Lahore,Author,Lahore,62,[]
1911Q1,199,6,HINDI—RELIGION.,Hindi,,Religion,1,93,1000,"Jiwan Press, Lahore.",Jiwan Press,Lahore,"Dev Ratan, P.",Dev Samaj ka Ghoshan Patr,True,"[Dev Samaj ka Ghoshan Patr, or a proclamation by the Dev Samaj that their Guru or spiritual teacher is an incarnation of Dharma, that the tenets of the Samaj are founded on reason, &c.]",2,Author,,1910-12-15,Free,1st,8°,,,,,X,Hindi,,Jiwan Press,Lahore,Author,,2,[]
1911Q1,199,6,HINDI—RELIGION.,Hindi,,Religion,2,211,1000,Ditto,Jiwan Press,Lahore,,Dev Samaj ke sanbandh men ek Viceroy aur Governor-General Hindustan aur do Lieutenant-Governors ki Rai,True,"[Dev Samaj ke sanbandh men ek Viceroy aur Governor-General Hindustan aur do Lieutenant-Governors ki Rai, or the opinions of one Viceroy and two Lieutenant-Governors about the work done by the Dev Samaj.]",2,P. Dev Ratan,Lahore,1911-01-08,Free,1st,8°,,,,,X,Hindi,,Jiwan Press,Lahore,P. Dev Ratan,Lahore,2,[]
1911Q1,199,6,HINDI—RELIGION.,Hindi,,Religion,3,232,2000,"Punjab Printing Works, Lahore.",Punjab Printing Works,Lahore,,Dharma Shikshaka,True,"[Dharma Shikshaka, or an abstract of the teachings of Swami Daya Nand Saraswati, the founder of the Arya Samaj, as given in his book entitled Satyartha Prakasha, with quotations in Sanskrit.]",183,Arya Pradeshak Pratinadi Sabha,Punjab,1910-12 (Sambat 1967 B.),"Price, 6 annas",1st,8°,,,,,X,Hindi,,Punjab Printing Works,Lahore,Arya Pradeshak Pratinadi Sabha,Punjab,183,[]
1911Q1,199,6,HINDI—RELIGION.,Hindi,,Religion,4,294,2000,"Bombay Press, Lahore.",Bombay Press,Lahore,"Jodh Sihgh, Bhai",Vyakhyan Sikh Dharm par,True,"[Vyakhyan Sikh Dharm par, or a lecture on the Sikh religion.]",20,Khalsa National Agency,Amritsar,1911-01-01,"Price, 1 anna",1st,8°,,,,,X,Hindi,,Bombay Press,Lahore,Khalsa National Agency,Amritsar,20,"[{""field"": ""author"", ""issue"": ""'Sihgh' likely 'Singh' as printed""}]"
1911Q1,199,6,HINDI—POETRY—CONCLUDED.,Hindi,,Poetry,5,112,1000,"Rajeshwari Press, Ráwalpindi.",Rajeshwari Press,Ráwalpindi,"Chatur Das, Suri.",Chatur Pramod,True,"[Chatur Pramod, or poems on moral and religious subjects, some of which are in the form of stories.]",42,Author,Ráwalpindi,1911-01-04,Free,1st,16°,,,,,,Hindi,,Rajeshwari Press,Rawalpindi,Author,Rawalpindi,42,[]
1911Q1,199,6,HINDI—POETRY—CONCLUDED.,Hindi,,Poetry,6,228,2000,"Balmukand Press, Lahore.",Balmukand Press,Lahore,Ishar Das.,Kafiyan,True,"[Kafiyan, or devotional poems.]",62,"Kishan Gopal, Bal Ram",Lahore,1910-12-29,"Price, 1 anna",1st,8°,,,,,,Hindi,,Balmukand Press,Lahore,"Kishan Gopal, Bal Ram",Lahore,62,[]
1911Q1,199,6,HINDI—POETRY—CONCLUDED.,Hindi,,Poetry,7,204,1000,"Punjab Economical Press, Lahore.",Punjab Economical Press,Lahore,,Rama Prakasha,True,"[Rama Prakasha, or a collection of devotional poems dealing chiefly with the history of Rama, the incarnation of Vishnu.]",56,Diwan Krishn Kishore,Lahore,1911-01-15 (Sambat 1967 B.),"Price, 2 annas",1st,16°,,,,,,Hindi,,Punjab Economical Press,Lahore,Diwan Krishn Kishore,Lahore,56,[]
1911Q1,199,6,HINDI (IN THE PERSIAN CHARACTER)—POETRY.,Hindi,Persian character,Poetry,8,62,500,"McKey Press, Gujránwála.",McKey Press,Gujránwála,"Piare Lal, Lala.",Izhar-i-Muhabbat,True,[Izhar-i-Muhabbat. Devotional verses.],24,M. Muhammad Din,Gujránwála,1910-12-12,"Price, 6 pies",1st,16°,litho.,,,,,Hindi,,McKey Press,Gujranwala,M. Muhammad Din,Gujranwala,24,[]
1911Q1,200,7,HINDI—SCIENCE (MATHEMATICAL.),Hindi,,Science (Mathematical),1,216,5000,"Punjab Educational Printing Works, Lahore.",Punjab Educational Printing Works,Lahore,"Asha Ram, Master","Ganit Bhushan, Part I. Arithmetic for schools.",True,,162,Kannya Maha Vidyalaya Pustakalaya,Jullundur,1910-12-16,"2 annas, 6 pies",2nd,16°,,Y,,,,Hindi,,Punjab Educational Printing Works,Lahore,Kannya Maha Vidyalaya Pustakalaya,Jullundur,162,[]
1911Q1,200,7,HINDI—SCIENCE (NATURAL).,Hindi,,Science (Natural),1,87,2000,"Mufid-i-'Am Press, Lahore.",Mufid-i-'Am Press,Lahore,,"Padarth Vidya, Pratham Bhag",True,"A Hindi translation of Balfour Stewart's Physics Primer with a chapter on Mechanical Powers added, by Ram Lal Kanwar.",368,Messrs. Gulab Singh and Sons,Lahore,1910-12-06,"6 annas, 1 pie",1st,16°,,Y,"The Punjab Text-Book Committee, Lahore, No. 9, dated 20th January 1911.",,,Hindi,,Mufid-i-Am Press,Lahore,Messrs. Gulab Singh and Sons,Lahore,368,[]
1911Q1,200,7,MULTANI—POETRY.,Multani,,Poetry,1,298,500,"Arya Press, Lahore",Arya Press,Lahore,"Ghulam Sadiq, Ghulam Shabbir",Masaib-ul-Abrar,True,Verses on the martyrdom of Imam Husain.,64,"Muhammad Khair-ud-din, Fakhr-ud-din and Bashir-ud-din, Booksellers",Multan,1911-01 (1329),4 annas,1st,8°,litho.,,,,X,Multani,,Arya Steam Press,Lahore,"Muhammad Khair-ud-din, Fakhr-ud-din and Bashir-ud-din, Booksellers",Multan,64,"[{""field"": ""title"", ""issue"": ""romanization of Arabic script uncertain""}]"
1911Q1,200,7,HINDI—SCIENCE (MATHEMATICAL.),Hindi,,Science (Mathematical),2,217,1000,Ditto,Punjab Educational Printing Works,Lahore,,Part II.,False,,66,,,1911-01-15,4 annas,2nd,16°,,Y,,,,Hindi,,Punjab Educational Printing Works,Lahore,,,66,[]
1911Q1,200,7,HINDI—SCIENCE (MATHEMATICAL.),Hindi,,Science (Mathematical),3,235,1000,Ditto,Punjab Educational Printing Works,Lahore,,Part III.,False,,165,,,1910-12,6 annas,1st,16°,,Y,,,,Hindi,,Punjab Educational Printing Works,Lahore,,,165,[]
1911Q1,200,7,HINDI RELIGION—CONCLUDED.,Hindi,,Religion,5,106,1000,"Punjab Educational Printing Works, Lahore.",Punjab Educational Printing Works,Lahore,,"Ramayana, Part I",True,"an adaptation of the Ramayana of Valmiki, by Babu Shiv Brit Lal, M. A. translated into Hindi from the Urdu edition, noted in entry No. at page of the Catalogue for the quarter ending .",476,Bharat Literature Company,Lahore,1910-12-11,"Re. 1, 4 annas",1st,16°,,,,,X,Hindi,,Punjab Educational Printing Works,Lahore,Bharat Literature Company,Lahore,476,[]
1911Q1,200,7,HINDI RELIGION—CONCLUDED.,Hindi,,Religion,6,107,1000,Ditto,Punjab Educational Printing Works,Lahore,,Part II.,True,,334,,,1910-12-20,"Re. 1, 8 annas",1st,16°,,,,,,Hindi,,Punjab Educational Printing Works,Lahore,,,334,[]
1911Q1,200,7,HINDI RELIGION—CONCLUDED.,Hindi,,Religion,7,81,1000,"Bombay Press, Lahore.",Bombay Press,Lahore,,"Dharma Shikshaka, Sankhya 6",True,"or the sixth religious reader for the First Middle Class, compiled in the light of the Arya Samaj tenets.",160,"Karya Karini Sabha, D.-A. V. College",Lahore,1910-11-15,6 annas,1st,8°,,Y,,"Kartik, Sambat 1967.",,Hindi,,Bombay Press,Lahore,"Karya Karini Sabha, D.-A. V. College",Lahore,160,[]
1911Q1,201,8,PERSIAN—POETRY.,Persian,,Poetry,1,119,500,"Brahman Press, Ráwalpindi.",Brahman Press,Ráwalpindi,"Abdul Aziz, Maulvi",Ism-i-Izzat-i-Aziz wa Nafi Isbat Har Dil Aziz,True,Devotional verses.,12,Author,Ráwalpindi,1910-06-01,,1st,8°,litho.,,,,,Persian,,Brahman Press,Rawalpindi,Author,Rawalpindi,12,[]
1911Q1,201,8,PUNJABI—ART.,Punjabi,,Art,1,32,750,"Aror Bans Press, Amritsar.",Aror Bans Press,Amritsar,"Jawahar Sihgh, B.",Wadda Viskarma Prakash,True,A treatise on architecture containing illustrations of decorations.,128,"B. Sukha Singh, Jiwan Singh",Amritsar,1910-12-01,"Price, 4 annas.",1st,8°,,,,,X,Punjabi,,Aror Bans Press,Amritsar,"B. Sukha Singh, Jiwan Singh",Amritsar,128,[]
1911Q1,201,8,PUNJABI—BIOGRAPHY.,Punjabi,,Biography,1,45,"1,000","Siri Gurmat Press, Amritsar.",Siri Gurmat Press,Amritsar,,"Jiwan Britant, Pehli Patshahi Siri Guru Nanak Sahib ji",True,"A brief account of the life and works of Guru Nanak, the founder of the Sikh religion.",47,The Sat Biwharak Agency,Amritsar,1910-11-05,"Price, 1 anna.",1st,16°,,,,,,Punjabi,,Sri Gurmat Press,Amritsar,The Sat Biwharak Agency,Amritsar,47,[]
1911Q1,201,8,MULTANI—POETRY—CONCLUDED.,Multani,,Poetry,2,303,500,"Arya Press, Lahore",Arya Press,Lahore,"Ghulam Sikandar Khan, Maulvi",Bayaz-i-Gam,True,Verses on the martyrdom of Imam Husain.,60,"Muhammad Khair-ud-din, Fakhr-ud-din and Bashir-ud-din, Book-sellers",Multán,1911-01 (1329),"Price, 4 annas.",1st,8°,litho.,,,,,Multani,,Arya Steam Press,Lahore,"Muhammad Khair-ud-din, Fakhr-ud-din and Bashir-ud-din, Book-sellers",Multan,60,[]
1911Q1,201,8,MULTANI—POETRY—CONCLUDED.,Multani,,Poetry,3,300,500,Ditto,Arya Press,Lahore,"Khuda Bakhsh, Maulvi",Durr-i-Maknun,True,Verses on the martyrdom of Imam Husain.,64,"Muhammad Khair-ud-din, Fakhr-ud-din and Bashir-ud-din, Book-sellers",Multán,1911-01 (1329),"Price, 4 annas.",1st,8°,litho.,,,,,Multani,,Arya Steam Press,Lahore,"Muhammad Khair-ud-din, Fakhr-ud-din and Bashir-ud-din, Book-sellers",Multan,64,"[{""field"": ""date"", ""issue"": ""Hiiri printed for Hijri""}]"
1911Q1,201,8,MULTANI—POETRY—CONCLUDED.,Multani,,Poetry,4,299,500,Ditto,Arya Press,Lahore,"Safdar Ali Muhammad Khan, Maulvi",Gulshan-i-Jawed,True,Verses on the martyrdom of Imam Husain.,60,"Muhammad Khair-ud-din, Fakhr-ud-din and Bashir-ud-din, Book-sellers",Multán,1911-01 (1329),"Price, 4 annas.",1st,8°,litho.,,,,X,Multani,,Arya Steam Press,Lahore,"Muhammad Khair-ud-din, Fakhr-ud-din and Bashir-ud-din, Book-sellers",Multan,60,[]
1911Q1,201,8,MULTANI—POETRY—CONCLUDED.,Multani,,Poetry,5,301,500,Ditto,Arya Press,Lahore,"Sardar Ali Shah, Sayad",Hamla-i-Haidri,True,Verses describing the battles fought by Ali and the martyrdom of Imam Husain.,48,"Muhammad Khair-ud-din, Fakhr-ud-din and Bashir-ud-din, Book-sellers",Multán,1911-01 (1329),"Price, 3 annas.",1st,8°,litho.,,,,,Multani,,Arya Steam Press,Lahore,"Muhammad Khair-ud-din, Fakhr-ud-din and Bashir-ud-din, Book-sellers",Multan,48,[]
1911Q1,201,8,MULTANI—POETRY—CONCLUDED.,Multani,,Poetry,6,302,500,Ditto,Arya Press,Lahore,"Wasif Husain, Sayad",Izhar-ush-Shahadatain,True,Verses describing the martyrdom of Ali and his son Husain.,52,"Muhammad Khair-ud-din, Fakhr-ud-din and Bashir-ud-din, Book-sellers",Multán,1911-01 (1329),"Price, 4 annas.",1st,8°,litho.,,,,,Multani,,Arya Steam Press,Lahore,"Muhammad Khair-ud-din, Fakhr-ud-din and Bashir-ud-din, Book-sellers",Multan,52,[]
