printed_page,pdf_page,lang,topic,serial,source,field,extraction,other,issue
23,476,Punjabi,Religion,21,flag,reg,,,could read 458 or 453
23,476,Punjabi,Religion,22,flag,serial,,,serial number obscured by pencil mark
24,477,Punjabi,Science (Mathematical),4,flag,author,,,'Shibdit' spelling uncertain
25,478,Urdu,Biography,6,flag,serial,,,printed serial partly obscured
25,478,Urdu,Biography,7,flag,serial,,,serial number ambiguous/marked
25,478,Urdu,Biography,9,flag,copies,,,"reads 1,000 but faint"
25,478,Urdu,Biography,9,flag,pp_verbatim,,,"digits faint, reads 84"
25,478,Urdu,Biography,12,flag,reg,,,"last digit faint, reads 414"
27,480,Urdu,Fiction,18,flag,reg,,,"final digit ambiguous, reads 500 or 502"
27,480,Urdu,Fiction,20,flag,gloss,,,'deition' printed for 'edition'
27,480,Urdu,Fiction,23,flag,serial,,,"serial number obscured, inferred as 23"
27,480,Urdu,Fiction,24,flag,serial,,,"serial number obscured, inferred as 24"
28,481,Urdu,Fiction,22,flag,serial,,,printed '22' but out of sequence; may be misprint
28,481,Urdu,Fiction,26,flag,copies,,,"printed '1,0C0', reading as 1000"
28,481,Urdu,Fiction,27,flag,copyright,,,text in narrow column partly degraded
28,481,Urdu,Fiction,32,flag,reg,,,"printed '286', last digit faint"
29,482,Urdu,History,3,flag,serial,,,serial number obscured in margin
29,482,Urdu,History,5,flag,serial,,,serial number obscured in margin
29,482,Urdu,History,8,flag,publisher,,,printed 'Kakim' likely 'Hakim'
30,483,Urdu,Language,9,flag,pp_verbatim,,,first page count digits uncertain (34?)
30,483,Urdu,Language,13,flag,reg,,,digits faint (578?)
31,484,Urdu,Medicine,14,flag,copies,,,"printed as '1, 00' ambiguous"
31,484,Urdu,Medicine,17,flag,serial,,,"digit degraded, read as 17"
31,484,Urdu,Medicine,18,flag,printer_verbatim,,,'Rajout' likely 'Rajput'
31,484,Urdu,Miscellaneous,34,flag,serial,,,"digit degraded, read as 34"
31,484,Urdu,Miscellaneous,35,flag,serial,,,"digit obscured, inferred 35"
31,484,Urdu,Miscellaneous,36,flag,serial,,,"digit obscured, inferred 36"
32,485,Urdu,Miscellaneous,39,flag,copies,,,"printed as ',000' partly illegible"
32,485,Urdu,Miscellaneous,43,flag,copies,,,"printed as '1,0 0' spacing unclear"
33,486,Urdu,Miscellaneous,46,flag,printer,,,'Roz' first word partly degraded
33,486,Urdu,Miscellaneous,47,flag,pp_verbatim,,,printed 3? possibly 32
33,486,Urdu,Miscellaneous,50,flag,pubcity,,,'Tarn Taran' reading uncertain
33,486,Urdu,Miscellaneous,52,flag,date,,,"year printed '19 1' unclear, read 1911"
34,487,Urdu,Miscellaneous,55,flag,edition,,,printed 'R' unclear
34,487,Urdu,Miscellaneous,56,flag,serial,,,"digit partly obscured, read 56"
34,487,Urdu,Miscellaneous,60,flag,reg,,,"last digit unclear, read 610"
35,488,Urdu,Miscellaneous,67,flag,reg,,,"leading digit degraded, reads C59/659"
36,489,Urdu,Miscellaneous,70,flag,printer_verbatim,,,'Fazar' uncertain reading
36,489,Urdu,Miscellaneous,70,flag,format,,,printed '1 6°' ambiguous
36,489,Urdu,Miscellaneous,77,flag,printer_verbatim,,,'Lakhsmi' spelling as printed
37,490,Urdu,Poetry,15,flag,serial,,,"printed as 85, likely 15"
37,490,Urdu,Poetry,22,flag,serial,,,digit obscured
37,490,Urdu,Poetry,23,flag,serial,,,digit obscured
38,491,Urdu,Poetry,25,flag,copyright,,,"small degraded print, name/number readings uncertain"
39,492,Urdu,Religion,35,flag,publisher,,,'Aliar' reading uncertain
40,493,Urdu,Religion,40,flag,printer_verbatim,,,'Usufi' likely Yusufi
40,493,Urdu,Religion,46,flag,reg,,,"reads 455 or 485, degraded"
41,494,Urdu,Science (Natural),1,flag,serial,,,obscured in margin
41,494,Urdu,Travels,2,flag,serial,,,obscured in margin
41,494,Urdu,Religion,8,flag,serial,,,digit obscured in margin
41,494,Urdu,Religion,9,flag,serial,,,obscured/illegible in margin
41,494,Urdu,Religion,9,flag,pcity,,,"'Dalh i' likely Delhi, spaced print"
41,494,Urdu,Science (Mathematical),12,flag,serial,,,reads as 12 but partly obscured
41,494,Urdu,Science (Mathematical),12,flag,edition,,,'R.' printed instead of edition
42,495,Bilingual (Arabic-Urdu),Religion,7,flag,serial,,,"printed as arrow/mark, reading 7 uncertain"
42,495,Bilingual (Arabic-Urdu),Religion,8,flag,price,,,"leading number obscured, printed as '? annas 6 pies'"
43,496,Bilingual (Arabic—Urdu),Religion,10,flag,price,,,'6 p'es' partly unclear
43,496,Bilingual (Arabic—Urdu),Religion,12,flag,date,,,day reads '2?th February' unclear
43,496,Bilingual (Arabic—Urdu),Religion,13,flag,printer,,,'Stam' likely misprint for Steam
44,497,Hindi and Sanskrit,Drama,1,flag,copies,,,"printed as 1,C00 — reading 1000"
44,497,Hindi & Sanskrit,Religion,7,flag,copies,,,"printed as 1,0C0 — reading 1000"
45,498,Bilingual (Punjabi and Urdu),Religion,1,flag,serial,,,"serial number obscured, appears blank/illegible"
46,499,Persian and Urdu,Language,5,flag,title,,,entry begins with dashes; title continued from previous entry
48,501,Urdu,Law,5,flag,title,,,native-script romanization uncertain
48,501,Urdu,Law,5,flag,author,,,"Edited by Mr. Ganpat Rai, Barrister-at-Law, Lahore"
48,501,English,Law,7,flag,author,,,"editor C. H. Oertel, Barrister-at-Law noted in text"
48,501,English,Law,10,flag,author,,,"Reported by C. H. Oertel, Barrister-at-Law"
48,501,English,Law,11,flag,author,,,Edited by R. W. Grey
49,502,Urdu,Philosophy,1,flag,serial,,,"serial number faint/uncertain, read as 1"
50,503,Urdu,Religion,3,flag,title,,,native-script title uncertain reading
9,462,Punjabi,Miscellaneous,25,internal,reg,465,,registration no. appears 2x in quarter
19,472,Punjabi,Poetry,124,internal,reg,465,,registration no. appears 2x in quarter
21,474,Punjabi,Poetry,141,internal,reg,400,,registration no. appears 2x in quarter
33,486,Urdu,Miscellaneous,50,internal,reg,400,,registration no. appears 2x in quarter
23,476,Punjabi,Religion,21,internal,reg,453,,registration no. appears 2x in quarter
49,502,Urdu,Miscellaneous,2,internal,reg,453,,registration no. appears 2x in quarter
40,493,Urdu,Religion,46,internal,reg,455,,registration no. appears 2x in quarter
44,497,Hindi and Sanskrit,Drama,1,internal,reg,455,,registration no. appears 2x in quarter
1,454,English,Law,1,internal,serial,9->7,,non-consecutive serials in English-Law
27,480,Urdu,Fiction,17,internal,serial,24->22,,non-consecutive serials in Urdu-Fiction
27,480,Urdu,Fiction,17,internal,serial,22->25,,non-consecutive serials in Urdu-Fiction
27,480,Urdu,Fiction,17,internal,serial,28->30,,non-consecutive serials in Urdu-Fiction
31,484,Urdu,Miscellaneous,34,internal,serial,77->2,,non-consecutive serials in Urdu-Miscellaneous
38,491,Urdu,Religion,31,internal,serial,46->8,,non-consecutive serials in Urdu-Religion
38,491,Urdu,Religion,31,internal,serial,9->3,,non-consecutive serials in Urdu-Religion
